BA Rating,Title,Title,Year,Length,Genres,Average Rating,Votes
6.0,The Cloverfield Paradox,The Cloverfield Paradox,2018,102,"Drama,Horror,Mystery",5.5,86358
6.602705156,Breaking In,Breaking In,2018,88,"Action,Crime,Drama",5.4,11065
6.589094506,Occupation,Occupation,2018,119,"Action,Drama,Sci-Fi",5.4,11768
6.446254819,The Happytime Murders,The Happytime Murders,2018,91,"Action,Comedy,Crime",5.4,20249
6.410833496,"Game Over, Man!","Game Over, Man!",2018,101,"Action,Comedy",5.4,22723
6.37085697,Winchester,Winchester,2018,99,"Biography,Drama,Fantasy",5.4,25732
6.360180529,Mute,Mute,2018,126,"Mystery,Sci-Fi,Thriller",5.4,26578
5.9,The Predator,The Predator,2018,107,"Action,Adventure,Sci-Fi",5.4,103135
6.494233417,Terminal,Terminal,2018,95,"Crime,Drama,Thriller",5.3,15717
6.1,Robin Hood,Robin Hood,2018,116,"Action,Adventure,Thriller",5.3,51401
5.8,The Nun,The Nun,2018,96,"Horror,Mystery,Thriller",5.3,100356
6.669843839,Slaughterhouse Rulez,Slaughterhouse Rulez,2018,104,"Action,Comedy,Horror",5.2,6754
6.639840131,A-X-L,A-X-L,2018,98,"Action,Adventure,Family",5.2,7944
6.633447027,Father of the Year,Father of the Year,2018,94,Comedy,5.2,8204
6.625922512,Acts of Violence,Acts of Violence,2018,86,"Action,Crime,Drama",5.2,8513
6.512787333,Ibiza,Ibiza,2018,94,"Comedy,Romance",5.2,13586
6.49582411,The Possession of Hannah Grace,The Possession of Hannah Grace,2018,86,"Horror,Mystery,Thriller",5.2,14423
6.340651199,The Strangers: Prey at Night,The Strangers: Prey at Night,2018,85,Horror,5.2,23235
6.335052105,The 15:17 to Paris,The 15:17 to Paris,2018,94,"Biography,Drama,Thriller",5.2,23598
6.629229932,Action Point,Action Point,2018,85,Comedy,5.1,7829
6.608206863,Sherlock Gnomes,Sherlock Gnomes,2018,86,"Adventure,Animation,Comedy",5.1,8640
6.575565266,Down a Dark Hall,Down a Dark Hall,2018,96,"Drama,Fantasy,Horror",5.1,9945
6.456304676,The Week Of,The Week Of,2018,116,Comedy,5.1,15247
6.43275779,The Hurricane Heist,The Hurricane Heist,2018,103,"Action,Adventure,Crime",5.1,16406
6.121872916,Truth or Dare,Truth or Dare,2018,100,"Horror,Thriller",5.1,36716
6.032430148,The First Purge,The First Purge,2018,98,"Action,Horror,Sci-Fi",5.1,45068
6.621375153,Baaghi 2,Baaghi 2,2018,137,"Action,Thriller",5,7628
6.061717665,How It Ends,How It Ends,2018,113,"Action,Adventure,Drama",5,38191
6.620922499,Proud Mary,Proud Mary,2018,89,"Action,Crime,Drama",4.9,7200
6.410856053,Fahrenheit 451,Fahrenheit 451,2018,100,"Drama,Sci-Fi,Thriller",4.9,15202
6.484134269,Gotti,Gotti,2018,112,"Biography,Crime,Drama",4.8,11447
6.182086116,The Titan,The Titan,2018,97,"Drama,Mystery,Romance",4.8,24953
6.640716784,The Con Is On,The Con Is On,2018,90,Comedy,4.7,5871
6.618233066,Taxi 5,Taxi 5,2018,102,"Action,Adventure,Comedy",4.7,6530
6.56591249,Malevolent,Malevolent,2018,89,Horror,4.7,8125
6.625662877,Death of a Nation,Death of a Nation,2018,108,"Documentary,History",4.6,5999
6.606682726,2036 Origin Unknown,2036 Origin Unknown,2018,94,"Action,Sci-Fi,Thriller",4.6,6532
6.530450542,Dhadak,Dhadak,2018,138,"Comedy,Drama,Romance",4.5,8346
6.612065479,211,211,2018,86,"Action,Crime,Drama",4.4,5803
6.594053762,Patient Zero,Patient Zero,2018,93,"Action,Drama,Horror",4.4,6264
5.731556345,Fifty Shades Freed,Fifty Shades Freed,2018,105,"Drama,Romance,Thriller",4.5,46423
6.44436654,Siberia,Siberia,2018,104,"Crime,Romance,Thriller",4.3,9924
6.548037757,The Little Mermaid,The Little Mermaid,2018,85,"Adventure,Drama,Fantasy",4.2,6840
5.6,Enes Batur,Enes Batur Hayal mi Gerçek mi?,2018,110,Comedy,4.3,52981
5.743468285,A Wrinkle in Time,A Wrinkle in Time,2018,109,"Adventure,Family,Fantasy",4.2,36653
6.178420914,Thugs of Hindostan,Thugs of Hindostan,2018,164,"Action,Adventure",4,15916
6.444533272,Cumali Ceber 2,Cumali Ceber 2,2018,100,Comedy,3.9,8360
6.467550329,Swiped,Swiped,2018,93,Comedy,3.8,7540
5.908060108,Holmes & Watson,Holmes & Watson,2018,90,"Comedy,Crime,Mystery",3.8,22905
5.905588275,Escape Plan 2: Hades,Escape Plan 2: Hades,2018,96,"Action,Crime,Mystery",3.8,22991
6.352370119,Day of the Dead: Bloodline,Day of the Dead: Bloodline,2018,90,Horror,3.4,8777
6.225416499,Veere Di Wedding,Veere Di Wedding,2018,135,Comedy,3.2,10678
5.752129332,Slender Man,Slender Man,2018,93,"Horror,Mystery,Thriller",3.2,21996
5.588481355,The Open House,The Open House,2018,94,"Horror,Thriller",3.2,26953
6.295419264,A Sniper's War,A Sniper's War,2018,83,Documentary,2.1,6860
5.052429131,Race 3,Race 3,2018,160,"Action,Thriller",2,29933
