name,idevent,Player ID,event_ID,Kills,Deaths,Kill / Death,Kill / Round,Rounds with kills,Kill - Death difference,Total opening kills,Total opening deaths,Opening kill ratio,Opening kill rating,Team win percent after first kill,First kill in won rounds,0 kill rounds,1 kill rounds,2 kill rounds,3 kill rounds,4 kill rounds,5 kill rounds,Rifle kills,Sniper kills,SMG kills,Pistol kills,Grenade,Other,Event link
Lucky,13497;4443,13497,4443,143,156,0.92,0.61,100,-13,16,34,0.47,0.77,62.50%,8.80%,135,66,27,5,2,0,99,8,12,23,2,0,https://www.hltv.org/stats/players/individual/13843/Lucky?event=4443
Grim,13578;4866,13578,4866,78,102,0.76,0.56,54,-24,16,25,0.64,0.94,62.50%,16.40%,85,33,18,3,0,0,64,1,2,10,1,0,https://www.hltv.org/stats/players/individual/13578/Grim?event=4866
gob b,136;1617,136,1617,61,99,0.62,0.46,50,-38,7,17,0.41,0.72,57.10%,6.60%,82,40,9,1,0,0,43,0,4,14,0,0,https://www.hltv.org/stats/players/individual/136/gob b?event=1617
gob b,136;1666,136,1666,35,42,0.83,0.62,23,-7,3,7,0.43,0.73,100.00%,12.50%,33,13,9,0,1,0,23,0,3,9,0,0,https://www.hltv.org/stats/players/individual/136/gob b?event=1666
gob b,136;2720,136,2720,88,109,0.81,0.52,67,-21,16,18,0.89,0.96,62.50%,11.40%,103,51,12,3,1,0,57,0,17,14,0,0,https://www.hltv.org/stats/players/individual/136/gob b?event=2720
gob b,136;3247,136,3247,39,68,0.57,0.43,32,-29,7,9,0.78,0.89,57.10%,13.30%,58,27,4,0,1,0,19,0,5,12,3,0,https://www.hltv.org/stats/players/individual/136/gob b?event=3247
gob b,136;3564,136,3564,79,89,0.89,0.59,54,-10,15,15,1,1.04,73.30%,17.20%,79,35,14,4,1,0,41,7,16,14,1,0,https://www.hltv.org/stats/players/individual/136/gob b?event=3564
gob b,136;3883,136,3883,75,90,0.83,0.56,53,-15,8,11,0.73,0.83,100.00%,12.50%,80,34,17,1,1,0,42,4,16,12,1,0,https://www.hltv.org/stats/players/individual/136/gob b?event=3883
nicoodoz,13602;4866,13602,4866,179,135,1.33,0.76,121,44,24,16,1.5,1.07,75.00%,15.00%,113,80,29,8,3,1,60,89,0,29,1,1,https://www.hltv.org/stats/players/individual/13602/nicoodoz?event=4866
nicoodoz,13602;6793,13602,6793,177,168,1.05,0.7,121,9,28,17,1.65,1.11,67.90%,15.80%,132,80,29,9,3,0,71,70,5,27,4,0,https://www.hltv.org/stats/players/individual/13602/nicoodoz?event=6793
Brollan,13666;6793,13666,6793,127,127,1,0.65,91,0,25,23,1.09,1.11,64.00%,15.80%,105,60,27,3,1,0,105,0,2,20,1,1,https://www.hltv.org/stats/players/individual/13666/Brollan?event=6793
nawwk,13670;6793,13670,6793,208,180,1.16,0.69,136,28,26,20,1.3,0.99,76.90%,13.10%,167,83,36,15,2,0,77,94,0,34,2,2,https://www.hltv.org/stats/players/individual/13670/nawwk?event=6793
Jame,13776;3883,13776,3883,128,107,1.2,0.69,92,21,23,17,1.35,1.13,60.90%,17.50%,94,62,24,6,0,0,19,77,3,24,1,4,https://www.hltv.org/stats/players/individual/13776/Jame?event=3883
Jame,13776;4443,13776,4443,239,203,1.18,0.68,169,36,50,25,2,1.26,82.00%,23.30%,182,110,50,8,0,1,41,153,13,28,3,1,https://www.hltv.org/stats/players/individual/13776/Jame?event=4443
Jame,13776;4866,13776,4866,201,196,1.03,0.6,146,5,27,15,1.8,1,63.00%,10.40%,187,105,30,9,1,1,41,137,4,18,1,2,https://www.hltv.org/stats/players/individual/13776/Jame?event=4866
Jame,13776;6586,13776,6586,244,146,1.67,0.78,165,98,41,18,2.28,1.22,78.00%,17.50%,149,105,44,13,3,0,35,171,12,22,4,1,https://www.hltv.org/stats/players/individual/13776/Jame?event=6586
zehN,1378;2720,1378,2720,85,79,1.08,0.75,56,6,8,2,4,0.99,87.50%,13.70%,57,33,18,4,1,0,58,2,7,18,0,0,https://www.hltv.org/stats/players/individual/1378/zehN?event=2720
Lucky,13843;4866,13843,4866,90,106,0.85,0.6,63,-16,13,9,1.44,1,61.50%,12.70%,88,41,17,5,0,0,46,29,0,15,0,0,https://www.hltv.org/stats/players/individual/13843/Lucky?event=4866
YEKINDAR,13915;4866,13915,4866,230,230,1,0.69,151,0,63,55,1.15,1.34,69.80%,26.80%,182,94,37,18,2,0,174,2,20,32,2,2,https://www.hltv.org/stats/players/individual/13915/YEKINDAR?event=4866
YEKINDAR,13915;6793,13915,6793,184,154,1.19,0.75,117,30,41,28,1.46,1.31,63.40%,20.50%,128,68,31,18,0,0,145,9,9,20,0,1,https://www.hltv.org/stats/players/individual/13915/YEKINDAR?event=6793
Forester,13982;4443,13982,4443,56,78,0.72,0.57,39,-22,7,13,0.54,0.8,71.40%,14.70%,59,25,11,3,0,0,39,0,6,9,2,0,https://www.hltv.org/stats/players/individual/13982/Forester?event=4443
Forester,13982;4866,13982,4866,167,167,1,0.65,108,0,22,30,0.73,0.9,95.50%,17.10%,150,62,33,13,0,0,141,2,5,15,4,1,https://www.hltv.org/stats/players/individual/13982/Forester?event=4866
sjuush,14148;4866,14148,4866,225,194,1.16,0.69,151,31,35,30,1.17,1.05,65.70%,13.20%,174,93,43,14,1,0,173,6,10,36,0,2,https://www.hltv.org/stats/players/individual/14148/sjuush?event=4866
sjuush,14148;6793,14148,6793,179,193,0.93,0.61,130,-14,28,35,0.8,0.95,75.00%,13.50%,162,96,24,7,1,2,144,1,9,22,3,0,https://www.hltv.org/stats/players/individual/14148/sjuush?event=6793
misutaaa,14176;4866,14176,4866,213,246,0.87,0.6,148,-33,29,30,0.97,0.93,69.00%,10.80%,209,96,40,11,1,0,162,0,12,35,4,0,https://www.hltv.org/stats/players/individual/14176/misutaaa?event=4866
misutaaa,14176;6372,14176,6372,174,192,0.91,0.63,119,-18,22,36,0.61,0.85,72.70%,12.00%,158,80,24,14,1,0,139,2,0,31,2,1,https://www.hltv.org/stats/players/individual/14176/misutaaa?event=6372
Plopski,14218;4866,14218,4866,154,199,0.77,0.53,108,-45,20,42,0.48,0.77,75.00%,11.00%,183,70,32,4,2,0,107,1,10,30,6,0,https://www.hltv.org/stats/players/individual/14218/Plopski?event=4866
Plopski,14218;6372,14218,6372,133,156,0.85,0.54,100,-23,13,20,0.65,0.8,76.90%,8.10%,145,73,21,6,0,0,98,1,9,21,4,1,https://www.hltv.org/stats/players/individual/14218/Plopski?event=6372
roeJ,14419;4866,14419,4866,171,161,1.06,0.73,114,10,32,25,1.28,1.17,75.00%,20.00%,120,66,40,7,1,0,122,1,4,37,6,1,https://www.hltv.org/stats/players/individual/14419/roeJ?event=4866
roeJ,14419;6793,14419,6793,157,185,0.85,0.62,109,-28,30,37,0.81,1.02,50.00%,12.50%,144,70,30,9,0,0,125,1,1,28,2,3,https://www.hltv.org/stats/players/individual/14419/roeJ?event=6793
oBo,14614;4866,14614,4866,70,100,0.7,0.59,44,-30,11,18,0.61,0.88,63.60%,17.10%,74,25,13,5,1,0,56,0,2,10,2,0,https://www.hltv.org/stats/players/individual/14614/oBo?event=4866
SIXER,147;2471,147,2471,70,105,0.67,0.5,53,-35,11,16,0.69,0.87,90.90%,14.50%,88,41,7,5,0,0,55,0,4,10,1,0,https://www.hltv.org/stats/players/individual/147/SIXER?event=2471
iM,14759;6793,14759,6793,269,201,1.34,0.88,160,68,49,38,1.29,1.26,79.60%,22.90%,146,84,49,21,6,0,216,3,3,45,2,1,https://www.hltv.org/stats/players/individual/14759/iM?event=6793
RUBINO,1485;1444,1485,1444,20,35,0.57,0.51,14,-15,1,2,0.5,0.71,100.00%,14.30%,25,9,4,1,0,0,14,1,0,5,0,0,https://www.hltv.org/stats/players/individual/1485/RUBINO?event=1444
RUBINO,1485;1611,1485,1611,46,49,0.94,0.65,33,-3,2,8,0.25,0.62,100.00%,5.60%,38,22,10,0,1,0,35,0,2,9,0,0,https://www.hltv.org/stats/players/individual/1485/RUBINO?event=1611
RUBINO,1485;2062,1485,2062,104,94,1.11,0.76,70,10,16,14,1.14,1.08,93.80%,21.10%,66,46,16,6,2,0,84,1,3,16,0,0,https://www.hltv.org/stats/players/individual/1485/RUBINO?event=2062
RUBINO,1485;2471,1485,2471,151,147,1.03,0.67,103,4,13,15,0.87,0.84,69.20%,8.30%,122,65,31,4,3,0,99,7,16,27,1,1,https://www.hltv.org/stats/players/individual/1485/RUBINO?event=2471
JDC,14929;6586,14929,6586,205,241,0.85,0.57,141,-36,34,38,0.89,0.96,70.60%,13.50%,218,93,36,8,4,0,162,5,9,28,1,4,https://www.hltv.org/stats/players/individual/14929/JDC?event=6586
faveN,14932;6372,14932,6372,128,116,1.1,0.72,82,12,19,16,1.19,1.05,57.90%,13.40%,97,48,22,12,0,0,95,1,6,26,0,0,https://www.hltv.org/stats/players/individual/14932/faveN?event=6372
MAJ3R,150;3247,150,3247,99,105,0.94,0.71,66,-6,19,16,1.19,1.15,84.20%,22.50%,74,44,14,6,1,1,47,22,10,19,2,0,https://www.hltv.org/stats/players/individual/150/MAJ3R?event=3247
interz,15071;4866,15071,4866,124,143,0.87,0.53,91,-19,12,13,0.92,0.83,66.70%,6.70%,143,65,21,3,2,0,102,0,1,18,3,1,https://www.hltv.org/stats/players/individual/15071/interz?event=4866
interz,15071;6586,15071,6586,86,109,0.79,0.45,67,-23,7,9,0.78,0.77,85.70%,5.90%,124,50,16,0,1,0,60,1,5,18,2,0,https://www.hltv.org/stats/players/individual/15071/interz?event=6586
Keoz,15117;6793,15117,6793,167,221,0.76,0.55,114,-54,25,28,0.89,0.92,68.00%,10.00%,192,71,34,8,1,0,122,3,26,15,2,0,https://www.hltv.org/stats/players/individual/15117/Keoz?event=6793
slaxz-,15370;6586,15370,6586,72,109,0.66,0.47,57,-37,12,18,0.67,0.86,83.30%,15.40%,97,43,13,1,0,0,31,29,2,11,0,0,https://www.hltv.org/stats/players/individual/15370/slaxz-?event=6586
Goofy,15428;6793,15428,6793,68,75,0.91,0.65,46,-7,5,6,0.83,0.81,60.00%,7.50%,58,32,7,6,1,0,52,1,1,14,0,0,https://www.hltv.org/stats/players/individual/15428/Goofy?event=6793
HaRts,156;1270,156,1270,27,49,0.55,0.39,24,-22,3,0,0,0.88,66.70%,8.30%,46,21,3,0,0,0,27,0,0,0,0,0,https://www.hltv.org/stats/players/individual/156/HaRts?event=1270
HaRts,156;1333,156,1333,43,58,0.74,0.54,33,-15,6,9,0.67,0.86,66.70%,11.80%,46,24,8,1,0,0,34,0,0,8,1,0,https://www.hltv.org/stats/players/individual/156/HaRts?event=1333
KSCERATO,15631;4866,15631,4866,152,126,1.21,0.72,92,26,27,18,1.5,1.16,88.90%,22.00%,120,50,28,11,2,1,93,31,8,18,2,1,https://www.hltv.org/stats/players/individual/15631/KSCERATO?event=4866
KSCERATO,15631;6586,15631,6586,210,145,1.45,0.81,129,65,34,17,2,1.21,85.30%,19.60%,130,72,36,18,3,0,168,3,6,26,8,0,https://www.hltv.org/stats/players/individual/15631/KSCERATO?event=6586
KSCERATO,15631;6793,15631,6793,51,58,0.88,0.54,33,-7,11,8,1.38,1.11,72.70%,26.70%,61,19,10,4,0,0,38,4,3,5,1,0,https://www.hltv.org/stats/players/individual/15631/KSCERATO?event=6793
ioRek,157;1270,157,1270,30,54,0.56,0.43,24,-24,7,10,0.7,0.93,71.40%,20.80%,46,19,4,1,0,0,26,0,0,4,0,0,https://www.hltv.org/stats/players/individual/157/ioRek?event=1270
SENER1,15778;6793,15778,6793,90,111,0.81,0.56,58,-21,12,11,1.09,0.93,75.00%,11.50%,103,35,17,4,1,1,63,0,4,23,0,0,https://www.hltv.org/stats/players/individual/15778/SENER1?event=6793
dycha,16080;4866,16080,4866,47,81,0.58,0.49,34,-34,13,16,0.81,1.07,61.50%,25.80%,61,24,8,1,1,0,26,3,6,11,1,0,https://www.hltv.org/stats/players/individual/16080/dycha?event=4866
dycha,16080;6372,16080,6372,194,167,1.16,0.75,124,27,28,29,0.97,1.02,71.40%,14.60%,133,70,41,10,3,0,141,5,11,34,3,0,https://www.hltv.org/stats/players/individual/16080/dycha?event=6372
dycha,16080;6793,16080,6793,79,92,0.86,0.63,54,-13,10,7,1.43,0.97,50.00%,9.40%,72,34,15,5,0,0,59,0,5,13,2,1,https://www.hltv.org/stats/players/individual/16080/dycha?event=6793
TaZ,161;1270,161,1270,37,54,0.69,0.5,28,-17,5,8,0.62,0.82,60.00%,9.10%,46,21,5,2,0,0,31,0,0,6,0,0,https://www.hltv.org/stats/players/individual/161/TaZ?event=1270
TaZ,161;1333,161,1333,128,147,0.87,0.54,94,-19,16,22,0.73,0.85,93.80%,10.10%,141,64,26,4,0,0,108,0,5,14,1,0,https://www.hltv.org/stats/players/individual/161/TaZ?event=1333
TaZ,161;1444,161,1444,94,88,1.07,0.7,65,6,13,12,1.08,1,69.20%,12.20%,69,41,22,0,2,0,75,0,0,18,1,0,https://www.hltv.org/stats/players/individual/161/TaZ?event=1444
TaZ,161;1553,161,1553,131,104,1.26,0.76,86,27,13,16,0.81,0.89,92.30%,11.20%,87,52,25,8,1,0,110,0,0,20,0,1,https://www.hltv.org/stats/players/individual/161/TaZ?event=1553
TaZ,161;1611,161,1611,122,120,1.02,0.67,85,2,14,11,1.27,0.95,85.70%,11.30%,96,53,28,4,0,0,83,0,9,29,1,0,https://www.hltv.org/stats/players/individual/161/TaZ?event=1611
TaZ,161;1617,161,1617,76,83,0.92,0.64,55,-7,9,4,2.25,0.99,55.60%,8.10%,64,37,15,3,0,0,58,0,5,13,0,0,https://www.hltv.org/stats/players/individual/161/TaZ?event=1617
TaZ,161;1666,161,1666,135,103,1.31,0.78,92,32,23,16,1.44,1.17,73.90%,16.80%,82,61,20,10,1,0,92,0,15,28,0,0,https://www.hltv.org/stats/players/individual/161/TaZ?event=1666
TaZ,161;2027,161,2027,130,127,1.02,0.65,90,3,13,19,0.68,0.83,84.60%,10.90%,109,56,28,6,0,0,102,0,7,19,2,0,https://www.hltv.org/stats/players/individual/161/TaZ?event=2027
TaZ,161;2062,161,2062,156,152,1.03,0.75,104,4,30,19,1.58,1.23,73.30%,20.80%,105,66,29,5,3,1,118,0,0,35,2,1,https://www.hltv.org/stats/players/individual/161/TaZ?event=2062
TaZ,161;2471,161,2471,220,203,1.08,0.7,142,17,31,29,1.07,1,77.40%,14.00%,174,86,37,16,3,0,168,0,8,42,1,1,https://www.hltv.org/stats/players/individual/161/TaZ?event=2471
TaZ,161;2720,161,2720,149,142,1.05,0.66,98,7,20,14,1.43,1,55.00%,9.10%,129,58,31,7,2,0,111,0,14,25,0,0,https://www.hltv.org/stats/players/individual/161/TaZ?event=2720
TaZ,161;3247,161,3247,31,53,0.58,0.48,23,-22,5,10,0.5,0.8,100.00%,31.20%,41,17,4,2,0,0,24,0,0,7,0,0,https://www.hltv.org/stats/players/individual/161/TaZ?event=3247
NEO,165;1270,165,1270,53,51,1.04,0.72,38,2,9,6,1.5,1.14,55.60%,15.20%,36,27,9,1,1,0,41,2,0,9,1,0,https://www.hltv.org/stats/players/individual/165/NEO?event=1270
NEO,165;1333,165,1333,180,140,1.29,0.77,118,40,27,19,1.42,1.11,85.20%,15.50%,117,71,34,11,2,0,141,4,0,31,4,0,https://www.hltv.org/stats/players/individual/165/NEO?event=1333
NEO,165;1444,165,1444,87,92,0.95,0.65,65,-5,9,6,1.5,0.93,55.60%,6.80%,69,46,16,3,0,0,59,17,2,6,3,0,https://www.hltv.org/stats/players/individual/165/NEO?event=1444
NEO,165;1553,165,1553,121,112,1.08,0.7,80,9,18,12,1.5,1.07,83.30%,14.00%,93,52,17,10,1,0,76,4,0,33,5,3,https://www.hltv.org/stats/players/individual/165/NEO?event=1553
NEO,165;1611,165,1611,156,110,1.42,0.86,98,46,15,18,0.83,0.92,80.00%,11.30%,83,57,27,13,1,0,83,30,7,33,2,1,https://www.hltv.org/stats/players/individual/165/NEO?event=1611
NEO,165;1617,165,1617,67,79,0.85,0.56,47,-12,18,16,1.12,1.2,77.80%,22.60%,72,31,13,2,1,0,28,24,1,14,0,0,https://www.hltv.org/stats/players/individual/165/NEO?event=1617
NEO,165;1666,165,1666,118,98,1.2,0.68,89,20,13,13,1,0.92,84.60%,10.90%,85,65,19,5,0,0,39,32,12,32,3,0,https://www.hltv.org/stats/players/individual/165/NEO?event=1666
NEO,165;2027,165,2027,135,131,1.03,0.68,97,4,25,21,1.19,1.12,80.00%,19.80%,102,66,26,3,2,0,69,38,2,23,0,4,https://www.hltv.org/stats/players/individual/165/NEO?event=2027
NEO,165;2062,165,2062,138,152,0.91,0.66,98,-14,18,18,1,0.95,55.60%,9.40%,111,65,27,5,1,0,80,13,14,27,2,2,https://www.hltv.org/stats/players/individual/165/NEO?event=2062
NEO,165;2471,165,2471,179,213,0.84,0.57,126,-34,22,33,0.67,0.84,59.10%,7.60%,190,82,36,7,1,0,134,9,9,24,3,0,https://www.hltv.org/stats/players/individual/165/NEO?event=2471
NEO,165;2720,165,2720,146,143,1.02,0.64,100,3,19,27,0.7,0.89,73.70%,11.60%,127,62,31,6,1,0,108,4,7,27,0,0,https://www.hltv.org/stats/players/individual/165/NEO?event=2720
NEO,165;3247,165,3247,32,49,0.65,0.5,26,-17,4,6,0.67,0.82,50.00%,12.50%,38,20,6,0,0,0,22,1,0,9,0,0,https://www.hltv.org/stats/players/individual/165/NEO?event=3247
NEO,165;4443,165,4443,94,108,0.87,0.58,71,-14,5,9,0.56,0.73,80.00%,4.90%,91,54,14,1,1,1,69,2,10,12,1,1,https://www.hltv.org/stats/players/individual/165/NEO?event=4443
Ax1Le,16555;4866,16555,4866,143,152,0.94,0.61,98,-9,22,27,0.81,0.94,77.30%,14.30%,136,63,25,10,0,0,118,3,0,20,2,0,https://www.hltv.org/stats/players/individual/16555/Ax1Le?event=4866
Ax1Le,16555;6586,16555,6586,127,125,1.02,0.66,83,2,20,16,1.25,1.05,80.00%,15.70%,108,48,28,5,2,0,96,3,7,22,1,0,https://www.hltv.org/stats/players/individual/16555/Ax1Le?event=6586
n0rb3r7,16612;6586,16612,6586,193,180,1.07,0.61,140,13,16,31,0.52,0.76,75.00%,6.60%,174,99,30,10,1,0,156,1,7,27,2,0,https://www.hltv.org/stats/players/individual/16612/n0rb3r7?event=6586
siuhy,16820;6793,16820,6793,202,202,1,0.66,136,0,19,32,0.59,0.8,89.50%,10.00%,170,83,41,11,1,0,166,0,6,28,2,3,https://www.hltv.org/stats/players/individual/16820/siuhy?event=6793
hades,16848;4866,16848,4866,49,69,0.71,0.52,34,-20,10,8,1.25,1.05,80.00%,25.80%,61,23,7,4,0,0,17,20,0,12,0,0,https://www.hltv.org/stats/players/individual/16848/hades?event=4866
hades,16848;6793,16848,6793,65,70,0.93,0.62,47,-5,13,13,1,1.08,46.20%,15.00%,57,31,14,2,0,0,23,35,0,7,0,1,https://www.hltv.org/stats/players/individual/16848/hades?event=6793
Woro2k,16885;6793,16885,6793,139,132,1.05,0.68,102,7,32,13,2.46,1.34,84.40%,26.20%,103,71,26,4,1,0,40,80,0,20,0,0,https://www.hltv.org/stats/players/individual/16885/Woro2k?event=6793
sh1ro,16920;4866,16920,4866,172,123,1.4,0.74,115,49,32,11,2.91,1.27,78.10%,21.00%,119,73,29,11,2,0,36,101,8,23,4,1,https://www.hltv.org/stats/players/individual/16920/sh1ro?event=4866
sh1ro,16920;6586,16920,6586,159,96,1.66,0.83,104,63,28,10,2.8,1.31,75.00%,20.60%,87,60,34,9,1,0,38,94,9,17,2,0,https://www.hltv.org/stats/players/individual/16920/sh1ro?event=6586
nafany,16921;4866,16921,4866,159,158,1.01,0.68,114,1,33,33,1,1.14,66.70%,18.50%,120,78,28,7,1,0,127,1,11,19,1,2,https://www.hltv.org/stats/players/individual/16921/nafany?event=4866
nafany,16921;6586,16921,6586,133,129,1.03,0.7,84,4,20,31,0.65,0.92,90.00%,17.60%,107,46,30,6,1,1,110,1,6,14,2,0,https://www.hltv.org/stats/players/individual/16921/nafany?event=6586
Perfecto,16947;4866,16947,4866,162,138,1.17,0.61,112,24,16,15,1.07,0.88,81.20%,7.80%,152,74,27,10,1,0,132,1,10,17,2,1,https://www.hltv.org/stats/players/individual/16947/Perfecto?event=4866
Perfecto,16947;6586,16947,6586,198,172,1.15,0.69,128,26,21,11,1.91,0.97,76.20%,10.50%,159,75,40,9,4,0,149,2,8,33,6,0,https://www.hltv.org/stats/players/individual/16947/Perfecto?event=6586
Perfecto,16947;6793,16947,6793,140,127,1.1,0.66,100,13,12,13,0.92,0.85,66.70%,8.50%,112,66,28,6,0,0,107,0,7,21,5,1,https://www.hltv.org/stats/players/individual/16947/Perfecto?event=6793
juanflatroo,17147;6793,17147,6793,122,113,1.08,0.76,82,9,21,12,1.75,1.19,61.90%,16.70%,79,52,20,10,0,0,95,0,4,22,1,1,https://www.hltv.org/stats/players/individual/17147/juanflatroo?event=6793
degster,17306;6372,17306,6372,179,134,1.34,0.7,123,45,30,15,2,1.15,60.00%,12.70%,134,85,23,13,1,1,56,90,0,29,4,1,https://www.hltv.org/stats/players/individual/17306/degster?event=6372
KEi,17504;6793,17504,6793,52,85,0.61,0.5,40,-33,7,15,0.47,0.76,85.70%,15.00%,64,30,8,2,0,0,36,0,4,11,1,0,https://www.hltv.org/stats/players/individual/17504/KEi?event=6793
isak,17937;6793,17937,6793,193,200,0.96,0.63,138,-7,24,21,1.14,0.94,70.80%,10.00%,168,99,25,12,2,0,150,1,4,36,2,1,https://www.hltv.org/stats/players/individual/17937/isak?event=6793
jabbi,17956;4866,17956,4866,169,151,1.12,0.72,108,18,23,19,1.21,1.02,73.90%,14.20%,126,64,30,11,3,0,123,10,6,28,2,2,https://www.hltv.org/stats/players/individual/17956/jabbi?event=4866
jabbi,17956;6793,17956,6793,180,185,0.97,0.62,123,-5,28,30,0.93,0.97,71.40%,12.90%,169,80,31,10,2,0,134,1,12,30,2,1,https://www.hltv.org/stats/players/individual/17956/jabbi?event=6793
broky,18053;4866,18053,4866,177,131,1.35,0.81,115,46,16,12,1.33,0.94,56.20%,8.30%,103,67,36,10,2,0,66,72,5,27,7,0,https://www.hltv.org/stats/players/individual/18053/broky?event=4866
broky,18053;6793,18053,6793,275,217,1.27,0.77,195,58,33,15,2.2,1.06,66.70%,12.50%,162,127,56,12,0,0,88,144,0,40,3,2,https://www.hltv.org/stats/players/individual/18053/broky?event=6793
torzsi,18072;6586,18072,6586,205,207,0.99,0.57,142,-2,33,24,1.38,1.01,75.80%,14.00%,217,95,33,12,2,0,56,118,4,28,1,0,https://www.hltv.org/stats/players/individual/18072/torzsi?event=6586
sinnopsyy,18120;6793,18120,6793,101,108,0.94,0.63,80,-7,13,19,0.68,0.87,61.50%,10.30%,81,63,13,4,0,0,63,2,6,28,1,1,https://www.hltv.org/stats/players/individual/18120/sinnopsyy?event=6793
Spinx,18221;4866,18221,4866,65,68,0.96,0.68,45,-3,7,9,0.78,0.88,28.60%,6.50%,50,30,11,3,1,0,51,3,0,11,0,0,https://www.hltv.org/stats/players/individual/18221/Spinx?event=4866
Spinx,18221;6372,18221,6372,208,164,1.27,0.81,127,44,29,20,1.45,1.1,79.30%,16.80%,130,66,46,11,3,1,166,3,7,30,2,1,https://www.hltv.org/stats/players/individual/18221/Spinx?event=6372
Spinx,18221;6793,18221,6793,215,165,1.3,0.78,149,50,32,21,1.52,1.12,71.90%,14.40%,128,98,37,13,1,0,173,1,12,26,3,0,https://www.hltv.org/stats/players/individual/18221/Spinx?event=6793
magixx,18317;6586,18317,6586,184,174,1.06,0.68,128,10,34,21,1.62,1.17,70.60%,17.00%,141,94,17,12,5,0,134,2,8,38,2,0,https://www.hltv.org/stats/players/individual/18317/magixx?event=6586
mezii,18462;6793,18462,6793,185,161,1.15,0.73,125,24,23,19,1.21,1,69.60%,13.30%,128,78,35,11,1,0,135,3,10,34,2,3,https://www.hltv.org/stats/players/individual/18462/mezii?event=6793
s1ren,18506;6586,18506,6586,164,172,0.95,0.61,114,-8,22,37,0.59,0.85,50.00%,7.80%,155,80,21,10,3,0,125,1,7,30,1,1,https://www.hltv.org/stats/players/individual/18506/s1ren?event=6586
CYPHER,18571;6793,18571,6793,180,188,0.96,0.68,121,-8,36,47,0.77,1.05,75.00%,20.00%,144,80,29,7,4,1,135,2,12,29,2,0,https://www.hltv.org/stats/players/individual/18571/CYPHER?event=6793
Shara,1866;2027,1866,2027,80,68,1.18,0.84,51,12,11,12,0.92,1.04,72.70%,17.80%,44,33,9,7,2,0,65,2,3,10,0,0,https://www.hltv.org/stats/players/individual/1866/Shara?event=2027
Shara,1866;2062,1866,2062,104,132,0.79,0.56,74,-28,20,23,0.87,1,85.00%,18.30%,112,53,13,7,1,0,77,0,9,17,1,0,https://www.hltv.org/stats/players/individual/1866/Shara?event=2062
jR,18714;2720,18714,2720,35,55,0.64,0.5,24,-20,4,10,0.4,0.71,50.00%,9.10%,46,17,3,4,0,0,2,23,1,9,0,0,https://www.hltv.org/stats/players/individual/13843/Lucky?event=3892
jR,18714;3247,18714,3247,62,88,0.7,0.55,46,-26,14,15,0.93,1.07,78.60%,26.20%,66,33,10,3,0,0,13,30,6,13,0,0,https://www.hltv.org/stats/players/individual/13843/Lucky?event=3888
jR,18714;3564,18714,3564,63,62,1.02,0.65,43,1,7,12,0.58,0.82,100.00%,15.60%,54,29,8,6,0,0,18,27,5,13,0,0,https://www.hltv.org/stats/players/individual/13843/Lucky?event=3886
saffee,18835;6793,18835,6793,47,66,0.71,0.5,38,-19,4,8,0.5,0.74,75.00%,10.00%,56,31,5,2,0,0,17,23,2,5,0,0,https://www.hltv.org/stats/players/individual/18835/saffee?event=6793
LOMME,1889;1270,1889,1270,40,51,0.78,0.53,26,-11,10,8,1.25,1.16,90.00%,22.50%,49,16,7,3,0,0,32,0,2,6,0,0,https://www.hltv.org/stats/players/individual/1889/LOMME?event=1270
LOMME,1889;1333,1889,1333,35,56,0.62,0.47,25,-21,6,11,0.55,0.82,33.30%,6.70%,49,15,10,0,0,0,26,0,0,9,0,0,https://www.hltv.org/stats/players/individual/1889/LOMME?event=1333
b1t,18987;4866,18987,4866,192,131,1.47,0.73,125,61,34,17,2,1.2,70.60%,14.50%,139,75,37,9,4,0,148,6,9,27,2,2,https://www.hltv.org/stats/players/individual/18987/b1t?event=4866
b1t,18987;6372,18987,6372,248,193,1.28,0.77,165,55,35,32,1.09,1.04,77.10%,14.90%,159,102,48,10,5,0,193,2,8,39,4,2,https://www.hltv.org/stats/players/individual/18987/b1t?event=6372
b1t,18987;6793,18987,6793,136,146,0.93,0.64,93,-10,21,25,0.84,0.97,47.60%,10.60%,119,59,28,4,1,1,104,1,5,24,2,0,https://www.hltv.org/stats/players/individual/18987/b1t?event=6793
Bymas,19015;4866,19015,4866,129,113,1.14,0.7,86,16,16,12,1.33,0.99,68.80%,12.20%,99,53,24,8,1,0,109,1,0,19,0,0,https://www.hltv.org/stats/players/individual/19015/Bymas?event=4866
Kylar,19114;6793,19114,6793,56,78,0.72,0.54,39,-22,9,11,0.82,0.92,55.60%,12.50%,65,27,7,5,0,0,40,0,2,14,0,1,https://www.hltv.org/stats/players/individual/19114/Kylar?event=6793
SEMPHIS,1915;1270,1915,1270,129,111,1.16,0.75,89,18,15,15,1,0.96,86.70%,14.90%,84,56,27,5,1,0,102,0,0,20,7,0,https://www.hltv.org/stats/players/individual/1915/SEMPHIS?event=1270
