name,nationality,team,maps,rounds,KD-diff,KD,rating,event,event_ID,Full name,Player ID,Full link,name,Player ID,event_ID,Kills,Deaths,Kill / Death,Kill / Round,Rounds with kills,Kill - Death difference,Total opening kills,Total opening deaths,Opening kill ratio,Opening kill rating,Team win percent after first kill,First kill in won rounds,0 kill rounds,1 kill rounds,2 kill rounds,3 kill rounds,4 kill rounds,5 kill rounds,Rifle kills,Sniper kills,SMG kills,Pistol kills,Grenade,Other,Event link
tiziaN,Germany,BIG,5,133,-6,0.93,0.96,IEM Katowice 2019,3883,Tizian 'tiziaN' Feldbusch,5796,https://www.hltv.org/player/5796/tizian,Xizt,884,3564,89,126,0.71,0.5,65,-37,12,13,0.92,0.88,58.30%,9.30%,112,43,20,2,0,0,60,0,8,21,0,0,https://www.hltv.org/stats/players/individual/884/Xizt?event=3564
TACO,Brazil,MIBR,9,227,-10,0.93,0.95,IEM Katowice 2019,3883,Epitacio 'TACO' de Melo,9217,https://www.hltv.org/player/9217/taco,Lekr0,9261,3564,105,126,0.83,0.55,72,-21,12,22,0.55,0.79,75.00%,10.00%,118,46,20,5,1,0,68,23,2,11,1,0,https://www.hltv.org/stats/players/individual/9261/Lekr0?event=3564
buster,Kazakhstan,AVANGAR,7,186,-3,0.98,0.95,IEM Katowice 2019,3883,Timur 'buster' Tulepov,11942,https://www.hltv.org/player/11942/buster,crush,9348,3564,59,70,0.84,0.61,37,-11,5,14,0.36,0.68,80.00%,8.90%,60,22,10,3,2,0,32,5,9,13,0,0,https://www.hltv.org/stats/players/individual/9348/crush?event=3564
Lucky,France,G2,5,142,-3,0.97,0.95,IEM Katowice 2019,3883,Philip 'Lucky' Ewald,13843,https://www.hltv.org/player/13843/lucky,TACO,9217,3564,103,142,0.73,0.5,75,-39,20,30,0.67,0.91,80.00%,14.80%,131,54,14,7,0,0,62,6,14,21,0,0,https://www.hltv.org/stats/players/individual/9217/TACO?event=3564
Rickeh,Australia,Complexity,7,204,-19,0.86,0.94,IEM Katowice 2019,3883,Ricardo 'Rickeh' Mulholland,8745,https://www.hltv.org/player/8745/rickeh,ropz,11816,3564,43,52,0.83,0.58,33,-9,2,5,0.4,0.69,50.00%,3.80%,41,24,8,1,0,0,29,3,1,10,0,0,https://www.hltv.org/stats/players/individual/11816/ropz?event=3564
Gratisfaction,New Zealand,Renegades,10,264,-13,0.93,0.94,IEM Katowice 2019,3883,Sean 'Gratisfaction' Kaiwai,9686,https://www.hltv.org/player/9686/gratisfaction,SmithZz,7170,3564,105,147,0.71,0.54,71,-42,20,25,0.8,0.97,60.00%,14.50%,124,45,19,6,1,0,72,13,3,17,0,0,https://www.hltv.org/stats/players/individual/7170/SmithZz?event=3564
Zeus,Ukraine,Natus Vincere,11,305,-21,0.89,0.94,IEM Katowice 2019,3883,Danylo 'Zeus' Teslenko,484,https://www.hltv.org/player/484/zeus,flusha,3055,3564,89,136,0.65,0.5,66,-47,18,27,0.67,0.92,61.10%,14.70%,111,47,15,4,0,0,46,2,25,12,4,0,https://www.hltv.org/stats/players/individual/3055/flusha?event=3564
n0thing,United States,Complexity,7,204,-10,0.92,0.94,IEM Katowice 2019,3883,Jordan 'n0thing' Gilbert,203,https://www.hltv.org/player/203/n0thing,balblna,8294,3564,40,62,0.65,0.49,25,-22,5,10,0.5,0.77,60.00%,10.00%,56,14,8,2,1,0,22,0,3,12,1,2,https://www.hltv.org/stats/players/individual/8294/balblna?event=3564
JACKZ,France,G2,5,142,-15,0.86,0.93,IEM Katowice 2019,3883,Audric 'JACKZ' Jug,284,https://www.hltv.org/player/284/jackz,waterfaLLZ,8727,3564,44,63,0.7,0.54,32,-19,7,9,0.78,0.91,57.10%,13.30%,49,22,9,0,1,0,7,25,1,10,1,0,https://www.hltv.org/stats/players/individual/8727/waterfaLLZ?event=3564
dephh,United Kingdom,Complexity,7,204,-11,0.92,0.92,IEM Katowice 2019,3883,Rory 'dephh' Jackson,7873,https://www.hltv.org/player/203/n0thing,hutji,8790,3564,54,72,0.75,0.56,40,-18,6,8,0.75,0.84,83.30%,11.10%,57,30,6,4,0,0,36,0,8,8,2,0,https://www.hltv.org/stats/players/individual/8790/hutji?event=3564
RpK,France,Vitality,9,250,-19,0.88,0.92,IEM Katowice 2019,3883,CÃ©dric 'RpK' Guipouy,7169,https://www.hltv.org/player/7169/rpk,Ex6TenZ,7166,3564,97,144,0.67,0.5,74,-47,16,25,0.64,0.86,68.80%,13.30%,121,53,19,2,0,0,80,1,6,9,1,0,https://www.hltv.org/stats/players/individual/7166/Ex6TenZ?event=3564
CeRq,Bulgaria,NRG,4,135,-10,0.89,0.91,IEM Katowice 2019,3883,Tsvetelin 'CeRq' Dimitrov,11219,https://www.hltv.org/player/11219/cerq,Snax,2553,3564,36,57,0.63,0.49,28,-21,4,10,0.4,0.71,50.00%,7.70%,46,22,4,2,0,0,14,5,7,10,0,0,https://www.hltv.org/stats/players/individual/2553/Snax?event=3564
olofmeister,Sweden,FaZe,10,267,-14,0.91,0.91,IEM Katowice 2019,3883,Olof 'olofmeister' Kajbjer,885,https://www.hltv.org/player/885/olofmeister,somebody,8605,3564,44,79,0.56,0.45,34,-35,10,16,0.62,0.9,70.00%,18.90%,64,25,8,1,0,0,23,2,9,10,0,0,https://www.hltv.org/stats/players/individual/8605/somebody?event=3564
gob b,Germany,BIG,5,133,-15,0.83,0.91,IEM Katowice 2019,3883,Fatih 'gob b' Dayik,136,https://www.hltv.org/player/136/gob-b,captainMo,5187,3564,43,84,0.51,0.44,32,-41,7,16,0.44,0.75,57.10%,10.80%,66,21,11,0,0,0,25,1,1,16,0,0,https://www.hltv.org/stats/players/individual/5187/captainMo?event=3564
GeT_RiGhT,Sweden,Ninjas in Pyjamas,10,250,-28,0.84,0.91,IEM Katowice 2019,3883,Christopher 'GeT_RiGhT' Alesund,39,https://www.hltv.org/player/39/get-right,flamie,7594,3247,166,118,1.41,0.94,100,48,24,13,1.85,1.22,83.30%,19.80%,77,52,33,12,3,0,100,33,5,28,0,0,https://www.hltv.org/stats/players/individual/7594/flamie?event=3247
AZR,Australia,Renegades,10,264,-28,0.85,0.91,IEM Katowice 2019,3883,Aaron 'AZR' Ward,8082,https://www.hltv.org/player/8082/azr,KRIMZ,7528,3247,187,133,1.41,0.89,114,54,20,29,0.69,0.91,85.00%,15.30%,96,65,31,13,4,1,137,1,10,39,0,0,https://www.hltv.org/stats/players/individual/7528/KRIMZ?event=3247
bodyy,France,G2,5,142,-23,0.78,0.9,IEM Katowice 2019,3883,Alexandre 'bodyy' Pianaro,8374,https://www.hltv.org/player/8374/bodyy,Dosia,735,3247,103,81,1.27,0.8,68,22,18,4,4.5,1.31,83.30%,25.00%,61,41,19,8,0,0,70,1,10,19,3,0,https://www.hltv.org/stats/players/individual/735/Dosia?event=3247
NBK-,France,Vitality,9,250,-43,0.76,0.88,IEM Katowice 2019,3883,Nathan 'NBK-' Schmitt,7168,https://www.hltv.org/player/7168/nbk,NiKo,3741,3247,217,167,1.3,0.79,138,50,29,18,1.61,1.08,82.80%,15.00%,138,82,36,18,1,1,182,0,2,31,2,0,https://www.hltv.org/stats/players/individual/3741/NiKo?event=3247
dennis,Sweden,Ninjas in Pyjamas,10,250,-32,0.82,0.88,IEM Katowice 2019,3883,Dennis 'dennis' Edman,1146,https://www.hltv.org/player/1146/dennis,GuardiaN,2757,3247,218,157,1.39,0.79,143,61,34,17,2,1.18,76.50%,16.20%,133,85,43,13,2,0,24,143,8,41,2,0,https://www.hltv.org/stats/players/individual/2757/GuardiaN?event=3247
Liazz,Australia,Renegades,10,264,-43,0.75,0.87,IEM Katowice 2019,3883,Jay 'Liazz' Tregillgas,10588,https://www.hltv.org/player/10588/liazz,oskar,798,3247,145,111,1.31,0.79,91,34,21,11,1.91,1.14,85.70%,18.20%,93,49,31,10,1,0,34,84,2,23,2,0,https://www.hltv.org/stats/players/individual/798/oskar?event=3247
ALEX,United Kingdom,Vitality,9,250,-32,0.82,0.86,IEM Katowice 2019,3883,Alex 'ALEX' McMeekin,8184,https://www.hltv.org/player/8184/alex,s1mple,7998,3247,143,109,1.31,0.81,93,34,22,15,1.47,1.15,72.70%,15.80%,84,59,20,12,2,0,44,56,5,38,0,0,https://www.hltv.org/stats/players/individual/7998/s1mple?event=3247
Zellsis,United States,Cloud9,7,172,-25,0.78,0.86,IEM Katowice 2019,3883,Jordan 'Zellsis' Montemurro,13188,https://www.hltv.org/player/13188/zellsis,tarik,8523,3247,258,216,1.19,0.78,172,42,33,40,0.82,0.96,72.70%,12.40%,158,108,50,7,6,1,166,41,5,45,1,1,https://www.hltv.org/stats/players/individual/8523/tarik?event=3247
shox,France,G2,5,142,-31,0.73,0.85,IEM Katowice 2019,3883,Richard 'shox' Papillon,1225,https://www.hltv.org/player/1225/shox,olofmeister,885,3247,216,180,1.2,0.78,140,36,33,28,1.18,1.1,72.70%,15.00%,136,82,42,14,2,0,170,8,8,28,2,0,https://www.hltv.org/stats/players/individual/885/olofmeister?event=3247
KrizzeN,Kazakhstan,AVANGAR,7,186,-27,0.79,0.85,IEM Katowice 2019,3883,Aidyn 'KrizzeN' Turlybekov,12161,https://www.hltv.org/player/12161/krizzen,autimatic,8735,3247,258,205,1.26,0.78,171,53,33,28,1.18,1.03,81.80%,14.00%,159,104,48,18,1,0,178,25,8,43,3,1,https://www.hltv.org/stats/players/individual/8735/autimatic?event=3247
daps,Canada,NRG,4,135,-22,0.78,0.85,IEM Katowice 2019,3883,Damian 'daps' Steele,8521,https://www.hltv.org/player/8521/daps,shox,1225,3247,93,79,1.18,0.81,65,14,21,9,2.33,1.45,76.20%,25.40%,50,45,13,6,1,0,64,3,9,17,0,0,https://www.hltv.org/stats/players/individual/1225/shox?event=3247
fitch,Kazakhstan,AVANGAR,7,186,-37,0.73,0.81,IEM Katowice 2019,3883,Bektiyar 'fitch' Bahytov,10052,https://www.hltv.org/player/10052/fitch,suNny,5479,3247,148,122,1.21,0.8,100,26,25,20,1.25,1.16,64.00%,16.20%,84,63,29,6,1,1,116,1,10,19,2,1,https://www.hltv.org/stats/players/individual/5479/suNny?event=3247
HObbit,Kazakhstan,HellRaisers,5,121,-26,0.72,0.8,IEM Katowice 2019,3883,Abay 'HObbit' Khassenov,8528,https://www.hltv.org/player/8528/hobbit,ropz,11816,3247,137,107,1.28,0.74,88,30,21,18,1.17,1.07,71.40%,15.20%,96,52,27,5,4,0,109,0,7,20,1,0,https://www.hltv.org/stats/players/individual/11816/ropz?event=3247
DeadFox,Hungary,HellRaisers,5,121,-38,0.57,0.71,IEM Katowice 2019,3883,Bence 'DeadFox' BÃ¶rÃ¶cz,8716,https://www.hltv.org/player/8716/deadfox,Lekr0,9261,3247,165,143,1.15,0.79,104,22,22,22,1,1.02,68.20%,13.50%,106,66,21,12,4,1,123,5,3,35,0,0,https://www.hltv.org/stats/players/individual/9261/Lekr0?event=3247
ANGE1,Ukraine,HellRaisers,5,121,-45,0.55,0.63,IEM Katowice 2019,3883,Kirill 'ANGE1' Karasiow,339,https://www.hltv.org/player/339/ange1,RUSH,7805,3247,229,195,1.17,0.69,151,34,24,20,1.2,0.93,79.20%,9.80%,179,95,39,14,1,2,173,0,8,45,3,0,https://www.hltv.org/stats/players/individual/7805/RUSH?event=3247
electroNic,Russia,Natus Vincere,10,239,63,1.44,1.36,FACEIT Major 2018,3564,Denis 'electroNic' Sharipov,8918,https://www.hltv.org/player/8918/electronic,NBK-,7168,3247,91,74,1.23,0.79,56,17,11,10,1.1,1,90.90%,15.90%,59,31,18,4,3,0,53,21,1,15,1,0,https://www.hltv.org/stats/players/individual/7168/NBK-?event=3247
s1mple,Ukraine,Natus Vincere,10,239,60,1.45,1.34,FACEIT Major 2018,3564,Oleksandr 's1mple' Kostyliev,7998,https://www.hltv.org/player/7998/s1mple,Skadoodle,7440,3247,225,187,1.2,0.68,153,38,41,26,1.58,1.16,90.20%,19.20%,177,99,39,12,3,0,45,140,5,27,9,0,https://www.hltv.org/stats/players/individual/7440/Skadoodle?event=3247
device,Denmark,Astralis,10,252,58,1.42,1.26,FACEIT Major 2018,3564,Nicolai 'device' Reedtz,7592,https://www.hltv.org/player/7592/device,rain,8183,3247,190,188,1.01,0.69,129,2,44,33,1.33,1.26,81.80%,22.50%,147,81,37,9,2,0,132,0,20,37,1,0,https://www.hltv.org/stats/players/individual/8183/rain?event=3247
Magisk,Denmark,Astralis,10,252,27,1.18,1.25,FACEIT Major 2018,3564,Emil 'Magisk' Reif,9032,https://www.hltv.org/player/9032/magisk,Stewie2K,8797,3247,244,223,1.09,0.74,158,21,42,42,1,1.09,76.20%,16.60%,172,91,52,11,4,0,155,23,21,37,5,3,https://www.hltv.org/stats/players/individual/8797/Stewie2K?event=3247
olofmeister,Sweden,FaZe,8,216,28,1.2,1.25,FACEIT Major 2018,3564,Olof 'olofmeister' Kajbjer,885,https://www.hltv.org/player/885/olofmeister,flusha,3055,3247,144,132,1.09,0.69,102,12,21,13,1.62,1.06,85.70%,16.20%,108,71,20,11,0,0,86,4,26,25,4,0,https://www.hltv.org/stats/players/individual/3055/flusha?event=3247
dupreeh,Denmark,Astralis,10,252,41,1.28,1.24,FACEIT Major 2018,3564,Peter 'dupreeh' Rasmussen,7398,https://www.hltv.org/player/7398/dupreeh,paz,9353,3247,102,87,1.17,0.73,66,15,12,17,0.71,0.89,75.00%,12.70%,74,39,21,4,1,1,64,13,6,18,1,0,https://www.hltv.org/stats/players/individual/9353/paz?event=3247
smooya,United Kingdom,BIG,6,133,28,1.32,1.24,FACEIT Major 2018,3564,Owen 'smooya' Butterfield,11271,https://www.hltv.org/player/11271/smooya,electroNic,8918,3247,126,108,1.17,0.71,85,18,16,21,0.76,0.92,93.80%,14.90%,92,55,22,5,3,0,97,0,14,14,1,0,https://www.hltv.org/stats/players/individual/8918/electroNic?event=3247
NAF,Canada,Liquid,8,206,28,1.21,1.24,FACEIT Major 2018,3564,Keith 'NAF' Markovic,8520,https://www.hltv.org/player/8520/naf,coldzera,9216,3247,211,170,1.24,0.76,137,41,17,22,0.77,0.84,70.60%,8.60%,141,77,47,12,1,0,124,23,25,37,2,0,https://www.hltv.org/stats/players/individual/9216/coldzera?event=3247
NiKo,Bosnia and Herzegovina,FaZe,8,216,32,1.23,1.19,FACEIT Major 2018,3564,Nikola 'NiKo' KovaÄ,3741,https://www.hltv.org/player/3741/niko,kennyS,7167,3247,82,68,1.21,0.71,53,14,12,13,0.92,1,91.70%,17.50%,62,30,18,4,1,0,18,46,0,18,0,0,https://www.hltv.org/stats/players/individual/7167/kennyS?event=3247
Twistzz,Canada,Liquid,8,206,40,1.35,1.19,FACEIT Major 2018,3564,Russel 'Twistzz' Van Dulken,10394,https://www.hltv.org/player/10394/twistzz,EliGE,8738,3247,78,66,1.18,0.8,50,12,7,12,0.58,0.82,85.70%,13.30%,48,31,11,7,1,0,53,1,12,9,3,0,https://www.hltv.org/stats/players/individual/8738/EliGE?event=3247
flamie,Russia,Natus Vincere,10,239,41,1.3,1.18,FACEIT Major 2018,3564,Egor 'flamie' Vasilyev,7594,https://www.hltv.org/player/7594/flamie,Edward,483,3247,117,110,1.06,0.66,84,7,23,18,1.28,1.15,69.60%,15.80%,93,59,18,6,1,0,72,0,22,21,3,0,https://www.hltv.org/stats/players/individual/483/Edward?event=3247
coldzera,Brazil,MIBR,11,269,40,1.25,1.18,FACEIT Major 2018,3564,Marcelo 'coldzera' David,9216,https://www.hltv.org/player/9216/coldzera,Twistzz,10394,3247,72,64,1.12,0.73,45,8,10,10,1,1.01,90.00%,20.00%,53,24,15,6,0,0,46,0,10,16,0,0,https://www.hltv.org/stats/players/individual/10394/Twistzz?event=3247
EliGE,United States,Liquid,8,206,20,1.14,1.17,FACEIT Major 2018,3564,Jonathan 'EliGE' Jablonowski,8738,https://www.hltv.org/player/8738/elige,bodyy,8374,3247,81,76,1.07,0.7,54,5,8,14,0.57,0.81,75.00%,9.50%,61,33,16,4,1,0,70,0,4,7,0,0,https://www.hltv.org/stats/players/individual/8374/bodyy?event=3247
FalleN,Brazil,MIBR,11,269,37,1.24,1.17,FACEIT Major 2018,3564,Gabriel 'FalleN' Toledo,2023,https://www.hltv.org/player/2023/fallen,AdreN,334,3247,98,95,1.03,0.76,64,3,10,18,0.56,0.82,90.00%,15.00%,65,40,15,8,1,0,67,1,13,16,1,0,https://www.hltv.org/stats/players/individual/334/AdreN?event=3247
woxic,Turkey,HellRaisers,10,283,42,1.24,1.16,FACEIT Major 2018,3564,Ã–zgÃ¼r 'woxic' Eker,8574,https://www.hltv.org/player/8574/woxic,MAJ3R,150,3247,99,105,0.94,0.71,66,-6,19,16,1.19,1.15,84.20%,22.50%,74,44,14,6,1,1,47,22,10,19,2,0,https://www.hltv.org/stats/players/individual/150/MAJ3R?event=3247
Xyp9x,Denmark,Astralis,10,252,29,1.2,1.16,FACEIT Major 2018,3564,Andreas 'Xyp9x' HÃ¸jsleth,4954,https://www.hltv.org/player/4954/xyp9x,Calyx,8575,3247,100,84,1.19,0.71,68,16,6,10,0.6,0.76,50.00%,4.20%,72,41,23,3,1,0,75,0,7,17,3,0,https://www.hltv.org/stats/players/individual/8575/Calyx?event=3247
gla1ve,Denmark,Astralis,10,252,26,1.18,1.15,FACEIT Major 2018,3564,Lukas 'gla1ve' Rossander,7412,https://www.hltv.org/player/7412/gla1ve,XANTARES,7938,3247,97,103,0.94,0.69,66,-6,19,23,0.83,1.07,78.90%,21.10%,74,40,22,3,1,0,82,1,0,14,0,0,https://www.hltv.org/stats/players/individual/7938/XANTARES?event=3247
stanislaw,Canada,Complexity,5,119,10,1.13,1.15,FACEIT Major 2018,3564,Peter 'stanislaw' Jarguz,8507,https://www.hltv.org/player/8507/stanislaw,waterfaLLZ,8727,3247,104,100,1.04,0.71,69,4,17,14,1.21,1.09,76.50%,19.70%,78,40,24,4,1,0,19,65,5,14,1,0,https://www.hltv.org/stats/players/individual/8727/waterfaLLZ?event=3247
shox,France,G2,6,195,21,1.16,1.15,FACEIT Major 2018,3564,Richard 'shox' Papillon,1225,https://www.hltv.org/player/1225/shox,tabseN,5794,3247,63,68,0.93,0.7,42,-5,14,13,1.08,1.2,50.00%,23.30%,48,27,11,2,2,0,41,5,0,15,2,0,https://www.hltv.org/stats/players/individual/5794/tabseN?event=3247
ISSAA,Jordan,HellRaisers,10,283,32,1.16,1.14,FACEIT Major 2018,3564,Issa 'ISSAA' Murad,10449,https://www.hltv.org/player/10449/issaa,JW,3849,3247,138,144,0.96,0.66,98,-6,24,17,1.41,1.1,45.80%,9.90%,112,67,23,7,1,0,81,26,6,23,2,0,https://www.hltv.org/stats/players/individual/3849/JW?event=3247
KRIMZ,Sweden,fnatic,7,177,7,1.05,1.14,FACEIT Major 2018,3564,Freddy 'KRIMZ' Johansson,7528,https://www.hltv.org/player/7528/krimz,dupreeh,7398,3247,63,70,0.9,0.67,45,-7,19,9,2.11,1.52,57.90%,34.40%,49,31,10,4,0,0,23,30,0,10,0,1,https://www.hltv.org/stats/players/individual/7398/dupreeh?event=3247
suNny,Finland,MOUZ,3,74,2,1.04,1.13,FACEIT Major 2018,3564,Miikka 'suNny' Kemppi,5479,https://www.hltv.org/player/5479/sunny,fer,8564,3247,181,198,0.91,0.65,131,-17,38,34,1.12,1.15,73.70%,20.10%,147,91,32,6,2,0,117,2,24,32,5,1,https://www.hltv.org/stats/players/individual/8564/fer?event=3247
autimatic,United States,Cloud9,4,131,7,1.08,1.12,FACEIT Major 2018,3564,Timothy 'autimatic' Ta,8735,https://www.hltv.org/player/8735/autimatic,nitr0,7687,3247,60,65,0.92,0.61,36,-5,4,14,0.29,0.63,75.00%,6.70%,62,18,14,3,0,1,34,13,6,7,0,0,https://www.hltv.org/stats/players/individual/7687/nitr0?event=3247
tabseN,Germany,BIG,6,133,3,1.03,1.09,FACEIT Major 2018,3564,Johannes 'tabseN' Wodarz,5794,https://www.hltv.org/player/5794/tabsen,FalleN,2023,3247,185,185,1,0.67,129,0,40,25,1.6,1.24,65.00%,18.70%,149,87,30,10,2,0,53,97,12,21,1,1,https://www.hltv.org/stats/players/individual/2023/FalleN?event=3247
GeT_RiGhT,Sweden,Ninjas in Pyjamas,7,190,10,1.08,1.09,FACEIT Major 2018,3564,Christopher 'GeT_RiGhT' Alesund,39,https://www.hltv.org/player/39/get-right,Kvik,8459,3247,99,103,0.96,0.67,59,-4,13,14,0.93,0.95,92.30%,18.20%,88,32,19,4,3,1,53,12,3,32,0,0,https://www.hltv.org/stats/players/individual/8459/Kvik?event=3247
kennyS,France,G2,6,195,11,1.08,1.09,FACEIT Major 2018,3564,Kenny 'kennyS' Schrub,7167,https://www.hltv.org/player/7167/kennys,TACO,9217,3247,175,190,0.92,0.63,122,-15,26,23,1.13,1,53.80%,10.10%,156,82,29,9,2,0,111,7,20,35,2,0,https://www.hltv.org/stats/players/individual/9217/TACO?event=3247
f0rest,Sweden,Ninjas in Pyjamas,7,190,13,1.1,1.09,FACEIT Major 2018,3564,Patrik 'f0rest' Lindberg,29,https://www.hltv.org/player/29/f0rest,valde,9031,3247,58,62,0.94,0.69,41,-4,3,5,0.6,0.75,66.70%,5.60%,43,29,7,5,0,0,47,0,0,10,2,0,https://www.hltv.org/stats/players/individual/9031/valde?event=3247
fer,Brazil,MIBR,11,269,-10,0.94,1.07,FACEIT Major 2018,3564,Fernando 'fer' Alvarenga,8564,https://www.hltv.org/player/8564/fer,jdm64,8346,3247,62,63,0.98,0.63,44,-1,10,13,0.77,0.96,80.00%,17.80%,54,30,10,4,0,0,9,44,1,8,0,0,https://www.hltv.org/stats/players/individual/8346/jdm64?event=3247
bondik,Ukraine,HellRaisers,10,283,12,1.07,1.07,FACEIT Major 2018,3564,Vladyslav 'bondik' Nechyporchuk,2131,https://www.hltv.org/player/2131/bondik,aizy,8095,3247,53,57,0.93,0.63,34,-4,6,12,0.5,0.79,66.70%,11.10%,50,19,13,1,0,1,45,1,2,5,0,0,https://www.hltv.org/stats/players/individual/8095/aizy?event=3247
tarik,United States,MIBR,11,269,-2,0.99,1.07,FACEIT Major 2018,3564,Tarik 'tarik' Celik,8523,https://www.hltv.org/player/8523/tarik,STYKO,6904,3247,108,122,0.89,0.59,75,-14,11,16,0.69,0.82,81.80%,9.10%,109,52,14,8,1,0,77,1,13,15,2,0,https://www.hltv.org/stats/players/individual/6904/STYKO?event=3247
GuardiaN,Slovakia,FaZe,8,216,12,1.09,1.07,FACEIT Major 2018,3564,Ladislav 'GuardiaN' KovÃ¡cs,2757,https://www.hltv.org/player/2757/guardian,felps,9219,3247,174,200,0.87,0.63,128,-26,30,23,1.3,1.07,70.00%,15.10%,150,88,34,6,0,0,120,0,16,38,0,0,https://www.hltv.org/stats/players/individual/9219/felps?event=3247
nitr0,United States,Liquid,8,206,6,1.05,1.05,FACEIT Major 2018,3564,Nick 'nitr0' Cannella,7687,https://www.hltv.org/player/7687/nitr0,k0nfig,9078,3247,50,63,0.79,0.6,37,-13,6,12,0.5,0.79,100.00%,16.70%,47,26,9,2,0,0,34,5,1,10,0,0,https://www.hltv.org/stats/players/individual/9078/k0nfig?event=3247
BnTeT,Indonesia,TYLOO,4,98,3,1.04,1.05,FACEIT Major 2018,3564,Hansel 'BnTeT' Ferdinand,7131,https://www.hltv.org/player/7131/bntet,hutji,8790,3247,72,86,0.84,0.64,46,-14,11,10,1.1,1.01,54.50%,14.30%,66,28,12,4,2,0,44,1,9,18,0,0,https://www.hltv.org/stats/players/individual/8790/hutji?event=3247
Edward,Ukraine,Natus Vincere,10,239,5,1.03,1.04,FACEIT Major 2018,3564,Ioann 'Edward' Sukhariev,483,https://www.hltv.org/player/483/edward,apEX,7322,3247,67,84,0.8,0.58,52,-17,8,9,0.89,0.88,87.50%,11.10%,63,38,13,1,0,0,44,0,2,19,2,0,https://www.hltv.org/stats/players/individual/7322/apEX?event=3247
nex,Germany,BIG,6,133,-4,0.96,1.04,FACEIT Major 2018,3564,Nemanja 'nexa' IsakoviÄ‡,9618,https://www.hltv.org/player/9618/nexa,Golden,11110,3247,110,136,0.81,0.52,78,-26,16,26,0.62,0.84,68.80%,9.90%,132,53,18,7,0,0,78,1,17,13,2,0,https://www.hltv.org/stats/players/individual/11110/Golden?event=3247
ShahZaM,United States,Complexity,5,119,6,1.08,1.04,FACEIT Major 2018,3564,Shahzeb 'ShahZaM' Khan,7810,https://www.hltv.org/player/7810/shahzam,Boombl4,11840,3247,89,105,0.85,0.61,63,-16,14,20,0.7,0.92,50.00%,10.60%,84,44,14,3,2,0,50,0,16,23,0,0,https://www.hltv.org/stats/players/individual/11840/Boombl4?event=3247
tonyblack,Russia,Vega Squadron,4,97,-2,0.97,1.04,FACEIT Major 2018,3564,Anton 'tonyblack' Kolesnikov,1950,https://www.hltv.org/player/1950/tonyblack,mou,964,3247,81,85,0.95,0.63,64,-4,15,19,0.79,1,80.00%,20.00%,65,49,13,2,0,0,11,55,0,12,3,0,https://www.hltv.org/stats/players/individual/964/mou?event=3247
rain,Norway,FaZe,8,216,-15,0.9,1.04,FACEIT Major 2018,3564,HÃ¥vard 'rain' Nygaard,8183,https://www.hltv.org/player/8183/rain,device,7592,3247,58,68,0.85,0.62,44,-10,7,7,1,0.91,28.60%,6.20%,50,33,9,1,1,0,27,17,2,12,0,0,https://www.hltv.org/stats/players/individual/7592/device?event=3247
ANDROID,Canada,Complexity,5,119,12,1.17,1.03,FACEIT Major 2018,3564,Bradley 'ANDROID' Fodor,9043,https://www.hltv.org/player/9043/android,chrisJ,2730,3247,98,124,0.79,0.53,70,-26,21,20,1.05,1.06,90.50%,19.20%,114,49,16,3,2,0,51,26,3,16,2,0,https://www.hltv.org/stats/players/individual/2730/chrisJ?event=3247
Skadoodle,United States,Cloud9,4,131,3,1.04,1.02,FACEIT Major 2018,3564,Tyler 'Skadoodle' Latham,7440,https://www.hltv.org/player/7440/skadoodle,Zeus,484,3247,94,115,0.82,0.53,71,-21,11,14,0.79,0.85,54.50%,5.90%,106,50,20,0,1,0,56,0,7,29,2,0,https://www.hltv.org/stats/players/individual/484/Zeus?event=3247
yay,United States,Complexity,5,119,-2,0.98,1.01,FACEIT Major 2018,3564,YangYang 'ayaya' Zheng,10186,https://www.hltv.org/player/10186/ayaya,Xyp9x,4954,3247,60,65,0.92,0.64,44,-5,6,8,0.75,0.84,16.70%,3.10%,50,31,10,3,0,0,43,0,2,13,2,0,https://www.hltv.org/stats/players/individual/4954/Xyp9x?event=3247
Kvik,Lithuania,Winstrike,3,81,-7,0.89,1,FACEIT Major 2018,3564,Aurimas 'Kvik' KvakÅ¡ys,8459,https://www.hltv.org/player/8459/kvik,Kjaerbye,8394,3247,61,69,0.88,0.65,43,-8,5,15,0.33,0.67,40.00%,6.20%,51,27,14,2,0,0,42,0,4,14,1,0,https://www.hltv.org/stats/players/individual/8394/Kjaerbye?event=3247
dephh,United Kingdom,Complexity,5,119,-16,0.82,0.98,FACEIT Major 2018,3564,Rory 'dephh' Jackson,7873,https://www.hltv.org/player/203/n0thing,karrigan,429,3247,151,179,0.84,0.55,111,-28,17,23,0.74,0.84,88.20%,9.40%,165,80,23,7,1,0,102,8,16,22,2,1,https://www.hltv.org/stats/players/individual/429/karrigan?event=3247
jR,Ukraine,Vega Squadron,4,97,1,1.02,0.98,FACEIT Major 2018,3564,Guilherme 'piriajr' Barbosa,18714,https://www.hltv.org/player/18714/piriajr,jmqa,8368,3247,83,104,0.8,0.56,59,-21,12,17,0.71,0.88,66.70%,12.10%,88,38,18,3,0,0,54,6,13,10,0,0,https://www.hltv.org/stats/players/individual/8368/jmqa?event=3247
