Name,Full name,Player ID,Full link,Multiple
seang@res,Sean 'seang@res' Gares,1916,https://www.hltv.org/player/1916/seangres,True
Hyper,Butrint 'HYPERI1' Gashi,20435,https://www.hltv.org/player/20435/hyperi1,True
GruBy,Dominik 'GruBy' Swiderski,8570,https://www.hltv.org/player/8570/gruby,True
FNS,Pujan 'FNS' Mehta,6451,https://www.hltv.org/player/6451/fns,True
peet,Piotr 'peet' Ćwikliński,7369,https://www.hltv.org/player/7369/peet,True
DavCost,Vadim 'DavCost' Vasilyev,8124,https://www.hltv.org/player/8124/davcost,False
USTILO,Karlo 'USTILO' Pivac,8771,https://www.hltv.org/player/8771/ustilo,False
SPUNJ,Chad 'SPUNJ' Burchill,8085,https://www.hltv.org/player/8085/spunj,True
Maniac,Mathieu 'Maniac' Quiquerez,823,https://www.hltv.org/player/823/maniac,True
emagine,Chris 'emagine' Rowlands,8744,https://www.hltv.org/player/8744/emagine,True
yam,Yalalt 'yAmi' Oyunbileg,19536,https://www.hltv.org/player/19536/yami,True
Havoc,Luke 'Havoc' Paton,8083,https://www.hltv.org/player/8083/havoc,True
James,James 'James' Quinn,8746,https://www.hltv.org/player/8746/james,True
SnypeR,Iain 'SnypeR' Turner,8084,https://www.hltv.org/player/8084/snyper,False
SEMPHIS,Kory 'SEMPHIS' Friesen,1915,https://www.hltv.org/player/8084/snyper,False
topguN,Azad 'topguN' Orami,8086,https://www.hltv.org/player/8086/topgun,True
disturbed,Taneli 'disturbed' Veikkola,7235,https://www.hltv.org/player/7235/disturbed,True
zEVES,Morten 'zEVES' Vollan,3018,https://www.hltv.org/player/3018/zeves,True
kUcheR,Emil 'kUcheR' Akhundov,302,https://www.hltv.org/player/302/kucher,False
Troubley,Tobias 'Troubley' Tabbert,128,https://www.hltv.org/player/128/troubley,False
KHRN,Jesse 'KHRN' Grandell,971,https://www.hltv.org/player/971/khrn,True
ptr,Peter 'ptr' Gurney,8707,https://www.hltv.org/player/8707/ptr,True
Polly,Pål 'Polly' Kammen,3631,https://www.hltv.org/player/3631/polly,False
xartE,Mikko 'xartE' Välimaa,7537,https://www.hltv.org/player/3631/polly,False
starix,Sergey 'starix' Ischuk,303,https://www.hltv.org/player/303/starix,True
zqkS,Caio 'zqkS' Fonseca,7383,https://www.hltv.org/player/7383/zqks,False
stonde,Tom 'stonde' Glad,7238,https://www.hltv.org/player/7238/stonde,False
natu,Joona 'natu' Leppänen,713,https://www.hltv.org/player/713/natu,True
swag,Braxton 'swag' Pierce,5021,https://www.hltv.org/player/5021/swag,True
berg,Adam 'friberg' Friberg,7148,https://www.hltv.org/player/7148/friberg,True
desi,Derek 'desi' Branchen,8350,https://www.hltv.org/player/8350/desi,True
BENDJI,Benjamin 'BENDJI' Söderena,8396,https://www.hltv.org/player/8396/bendji,False
zende,Erik 'zende' Sundeqvist,5045,https://www.hltv.org/player/5045/zende,False
SZPERO,Grzegorz 'SZPERO' Dziamałek,973,https://www.hltv.org/player/973/szpero,False
FeTiSh,Henrik 'FeTiSh' Christensen,7582,https://www.hltv.org/player/7582/fetish,False
AcilioN,Asger 'AcilioN' Larsen,8151,https://www.hltv.org/player/8151/acilion,False
mouz,Mikołaj 'mouz' Karolewski,8323,https://www.hltv.org/player/8323/mouz,True
AZK,Keven 'AZK' Lariviere,7434,https://www.hltv.org/player/7434/azk,True
fel1x,Felix 'fel1x' Zech,7323,https://www.hltv.org/player/7323/fel1x,False
strux1,Hendrik 'strux1' Goetzendorff,7214,https://www.hltv.org/player/7214/strux1,False
MINISE,Jacek 'MINISE' Jeziak,2826,https://www.hltv.org/player/2826/minise,False
Friis,Michael 'Friis' Jørgensen,7,https://www.hltv.org/player/7/friis,True
blackpoisoN,Roberto 'blackpoisoN' Dall'Occo,7992,https://www.hltv.org/player/7992/blackpoison,False
HUNDEN,Nicolai 'HUNDEN' Petersen,7415,https://www.hltv.org/player/7992/blackpoison,False
dumz,Miran 'dumz' Matković,7958,https://www.hltv.org/player/7958/dumz,False
stavros,Dimitrios 'stavros' Smoilis,7246,https://www.hltv.org/player/7246/stavros,False
alexRr,Alexander 'alexRr' Frisch,7508,https://www.hltv.org/player/7508/alexrr,False
r0bs3n,Robin 'r0bs3n' Stephan,7232,https://www.hltv.org/player/7232/r0bs3n,False
smF,Danni 'smF' Dyg,7414,https://www.hltv.org/player/7414/smf,False
racno,Dane 'racno' Friedman,7995,https://www.hltv.org/player/7995/racno,False
Detrony,Dimitri 'Detrony' Hadjipaschali,7993,https://www.hltv.org/player/7993/detrony,False
cent,Lucas 'decenty' Bacelar,20183,https://www.hltv.org/player/20183/decenty,True
deviaNt,Richard 'deviaNt' Groves,7994,https://www.hltv.org/player/7994/deviant,False
KQLY,Hovik 'KQLY' Tovmassian,7833,https://www.hltv.org/player/7833/kqly,False
Nico,Nico 'nicoodoz' Tamjidi,13602,https://www.hltv.org/player/13602/nicoodoz,True
Sf,Sean 'Gratisfaction' Kaiwai,9686,https://www.hltv.org/player/9686/gratisfaction,True
fxy0,Joey 'fxy0' Schlosser,7708,https://www.hltv.org/player/7708/fxy0,False
GMX,Robin 'GMX' Stahmer,7565,https://www.hltv.org/player/7565/gmx,False
Uzzziii,Kevin 'Uzzziii' Vernel,7391,https://www.hltv.org/player/7391/uzzziii,False
Ace,Martin 'trace' Heldt,58,https://www.hltv.org/player/7391/uzzziii,True
Fifflaren,Robin 'Fifflaren' Johansson,7147,https://www.hltv.org/player/7147/fifflaren,False
RiTz,Ritesh 'RiTz' Shah,2570,https://www.hltv.org/player/2570/ritz,True
DaZeD,Sam 'DaZeD' Marine,7347,https://www.hltv.org/player/7347/dazed,False
astaRR,Ayush 'astaRR' Deora,7815,https://www.hltv.org/player/7815/astarr,False
RiX,Max 'Marix' Kugener,20110,https://www.hltv.org/player/20110/marix,True
ub1que,Alexey 'ub1que' Polivanov,7405,https://www.hltv.org/player/7405/ub1que,False
MithilF,Mithil 'MithilF' Sawant,7817,https://www.hltv.org/player/7817/mithilf,False
Skurk,Bjoern 'Skurk' Maaren,5042,https://www.hltv.org/player/5042/skurk,True
prb,Preben 'prb' Gammelsæter,1040,https://www.hltv.org/player/1040/prb,True
EXR,Nikolaj 'EXR' Therkildsen,2881,https://www.hltv.org/player/2881/exr,True
raalz,Rasmus 'raalz' Steensborg,2898,https://www.hltv.org/player/2898/raalz,True
cype,Isak 'cype' Rydman,7445,https://www.hltv.org/player/7445/cype,True
anger,Todd 'anger' Williams,7438,https://www.hltv.org/player/7438/anger,True
Devilwalk,Jonatan 'Devilwalk' Lundberg,7378,https://www.hltv.org/player/7438/anger,True
HaRts,Michael 'HaRts' Zanatta,156,https://www.hltv.org/player/156/harts,False
LOMME,Frederik 'LOMME' Nielsen,1889,https://www.hltv.org/player/1889/lomme,True
COLON,Morten 'COLON' Johansen,515,https://www.hltv.org/player/515/colon,True
SKYTTEN,Alexander 'SKYTTEN' Carlsson,2398,https://www.hltv.org/player/2398/skytten,False
Delpan,Marcus 'Delpan' Larsson,438,https://www.hltv.org/player/438/delpan,True
ceh9,Arseny 'ceh9' Trynozhenko,301,https://www.hltv.org/player/301/ceh9,True
centeks,Stian 'centeks' Ledal,7262,https://www.hltv.org/player/7262/centeks,False
ultra,Mikael 'ultra' Andersen,3919,https://www.hltv.org/player/3919/ultra,True
ioRek,Jeremy 'ioRek' Vuillermet,157,https://www.hltv.org/player/157/iorek,False
xelos,Jerry 'xelos' Råberg,5373,https://www.hltv.org/player/5373/xelos,False
MODDII,Andreas 'MODDII' Fridh,545,https://www.hltv.org/player/545/moddii,True
robiin,Robin 'robiin' Sjögren,7700,https://www.hltv.org/player/7700/robiin,False
