name,nationality,team,maps,rounds,KD-diff,KD,rating,event,event_ID,Full name,Player ID,Full link
slaxz-,Germany,Sprout,6,154,-37,0.66,0.73,IEM Rio Major 2022,6586,Fritz 'slaxz-' Dietrich,15370,https://www.hltv.org/player/15370/slaxz
SENER1,Kosovo,Bad News Eagles,7,192,-59,0.61,0.7,IEM Rio Major 2022,6586,Sener 'SENER1' Mahmuti,15778,https://www.hltv.org/player/15778/sener1
rain,Norway,FaZe,13,365,34,1.14,1.24,PGL Major Antwerp 2022,6372,HÃ¥vard 'rain' Nygaard,8183,https://www.hltv.org/player/8183/rain
b1t,Ukraine,Natus Vincere,12,324,55,1.28,1.22,PGL Major Antwerp 2022,6372,Valeriy 'b1t' Vakhovskiy,18987,https://www.hltv.org/player/18987/b1t
Spinx,Israel,ENCE,10,257,44,1.27,1.21,PGL Major Antwerp 2022,6372,Lotan 'Spinx' Giladi,18221,https://www.hltv.org/player/18221/spinx
s1mple,Ukraine,Natus Vincere,12,324,52,1.25,1.2,PGL Major Antwerp 2022,6372,Oleksandr 's1mple' Kostyliev,7998,https://www.hltv.org/player/7998/s1mple
m0NESY,Russia,G2,9,264,45,1.3,1.19,PGL Major Antwerp 2022,6372,Ilya 'm0NESY' Osipov,19230,https://www.hltv.org/player/19230/m0nesy
stavn,Denmark,Heroic,12,332,39,1.18,1.19,PGL Major Antwerp 2022,6372,Martin 'stavn' Lund,10994,https://www.hltv.org/player/10994/stavn
ZywOo,France,Vitality,10,277,42,1.24,1.19,PGL Major Antwerp 2022,6372,Mathieu 'ZywOo' Herbaut,11893,https://www.hltv.org/player/11893/zywoo
fer,Brazil,Imperial,9,264,34,1.2,1.18,PGL Major Antwerp 2022,6372,Fernando 'fer' Alvarenga,8564,https://www.hltv.org/player/8564/fer
dycha,Poland,ENCE,10,257,27,1.16,1.16,PGL Major Antwerp 2022,6372,PaweÅ‚ 'dycha' Dycha,16080,https://www.hltv.org/player/16080/dycha
degster,Russia,Spirit,9,257,45,1.34,1.16,PGL Major Antwerp 2022,6372,Abdul 'degster' Gasanov,17306,https://www.hltv.org/player/17306/degster
faveN,Germany,BIG,6,179,12,1.1,1.16,PGL Major Antwerp 2022,6372,Josef 'faveN' Baumann,14932,https://www.hltv.org/player/14932/faven
Ax1Le,Russia,Cloud9,6,174,3,1.03,1.15,PGL Major Antwerp 2022,6372,Sergey 'Ax1Le' Rykhtorov,16555,https://www.hltv.org/player/16555/ax1le
NiKo,Bosnia and Herzegovina,G2,9,264,12,1.07,1.13,PGL Major Antwerp 2022,6372,Nikola 'NiKo' KovaÄ,3741,https://www.hltv.org/player/3741/niko
syrsoN,Germany,BIG,6,179,21,1.2,1.13,PGL Major Antwerp 2022,6372,Florian 'syrsoN' Rische,7266,https://www.hltv.org/player/7266/syrson
Brollan,Sweden,Ninjas in Pyjamas,10,245,8,1.05,1.12,PGL Major Antwerp 2022,6372,Ludvig 'Brollan' Brolin,13666,https://www.hltv.org/player/13666/brollan
broky,Latvia,FaZe,13,365,62,1.3,1.12,PGL Major Antwerp 2022,6372,Helvijs 'broky' Saukants,18053,https://www.hltv.org/player/18053/broky
NAF,Canada,Liquid,4,102,0,1.0,1.12,PGL Major Antwerp 2022,6372,Keith 'NAF' Markovic,8520,https://www.hltv.org/player/8520/naf
ropz,Estonia,FaZe,13,365,49,1.23,1.12,PGL Major Antwerp 2022,6372,Robin 'ropz' Kool,11816,https://www.hltv.org/player/11816/ropz
cadiaN,Denmark,Heroic,12,332,35,1.18,1.12,PGL Major Antwerp 2022,6372,Casper 'cadiaN' MÃ¸ller,7964,https://www.hltv.org/player/7964/cadian
electroNic,Russia,Natus Vincere,12,324,17,1.08,1.11,PGL Major Antwerp 2022,6372,Denis 'electroNic' Sharipov,8918,https://www.hltv.org/player/8918/electronic
Perfecto,Russia,Natus Vincere,12,324,35,1.19,1.11,PGL Major Antwerp 2022,6372,Ilya 'Perfecto' Zalutskiy,16947,https://www.hltv.org/player/16947/perfecto
yuurih,Brazil,FURIA,10,260,18,1.11,1.1,PGL Major Antwerp 2022,6372,Yuri 'yuurih' Santos,12553,https://www.hltv.org/player/12553/yuurih
Zyphon,Denmark,Copenhagen Flames,12,318,19,1.09,1.09,PGL Major Antwerp 2022,6372,Rasmus 'Zyphon' Nordfoss,20090,https://www.hltv.org/player/20090/zyphon
hampus,Sweden,Ninjas in Pyjamas,10,245,11,1.07,1.08,PGL Major Antwerp 2022,6372,Hampus 'hampus' Poser,9766,https://www.hltv.org/player/9766/hampus
Patsi,Russia,Spirit,9,257,5,1.03,1.08,PGL Major Antwerp 2022,6372,Robert 'Patsi' Isyanov,19673,https://www.hltv.org/player/19673/patsi
s1ren,Russia,Spirit,9,257,18,1.11,1.07,PGL Major Antwerp 2022,6372,Pavel 's1ren' Ogloblin,18506,https://www.hltv.org/player/18506/s1ren
nicoodoz,Denmark,Copenhagen Flames,12,318,31,1.15,1.07,PGL Major Antwerp 2022,6372,Nico 'nicoodoz' Tamjidi,13602,https://www.hltv.org/player/13602/nicoodoz
Twistzz,Canada,FaZe,13,365,17,1.08,1.06,PGL Major Antwerp 2022,6372,Russel 'Twistzz' Van Dulken,10394,https://www.hltv.org/player/10394/twistzz
rigoN,Switzerland,Bad News Eagles,4,109,-4,0.95,1.05,PGL Major Antwerp 2022,6372,Rigon 'rigoN' Gashi,12708,https://www.hltv.org/player/12708/rigon
REZ,Sweden,Ninjas in Pyjamas,10,245,-1,0.99,1.05,PGL Major Antwerp 2022,6372,Fredrik 'REZ' Sterner,9278,https://www.hltv.org/player/9278/rez
YEKINDAR,Latvia,Outsiders,6,155,4,1.04,1.05,PGL Major Antwerp 2022,6372,Mareks 'YEKINDAR' GaÄ¼inskis,13915,https://www.hltv.org/player/13915/yekindar
magixx,Russia,Spirit,9,257,9,1.06,1.05,PGL Major Antwerp 2022,6372,Boris 'magixx' Vorobiev,18317,https://www.hltv.org/player/18317/magixx
TeSeS,Denmark,Heroic,12,332,-14,0.94,1.04,PGL Major Antwerp 2022,6372,RenÃ© 'TeSeS' Madsen,12018,https://www.hltv.org/player/12018/teses
sjuush,Denmark,Heroic,12,332,3,1.01,1.03,PGL Major Antwerp 2022,6372,Rasmus 'sjuush' Beck,14148,https://www.hltv.org/player/14148/sjuush
Magisk,Denmark,Vitality,10,277,0,1.0,1.03,PGL Major Antwerp 2022,6372,Emil 'Magisk' Reif,9032,https://www.hltv.org/player/9032/magisk
jabbi,Denmark,Copenhagen Flames,12,318,-1,1.0,1.03,PGL Major Antwerp 2022,6372,Jakob 'jabbi' Nygaard,17956,https://www.hltv.org/player/17956/jabbi
Qikert,Kazakhstan,Outsiders,6,155,-8,0.92,1.02,PGL Major Antwerp 2022,6372,Alexey 'Qikert' Golubev,13239,https://www.hltv.org/player/13239/qikert
KSCERATO,Brazil,FURIA,10,260,2,1.01,1.01,PGL Major Antwerp 2022,6372,Kaike 'KSCERATO' Cerato,15631,https://www.hltv.org/player/15631/kscerato
karrigan,Denmark,FaZe,13,365,-21,0.92,1.01,PGL Major Antwerp 2022,6372,Finn 'karrigan' Andersen,429,https://www.hltv.org/player/429/karrigan
sh1ro,Russia,Cloud9,6,174,11,1.11,1.01,PGL Major Antwerp 2022,6372,Dmitry 'sh1ro' Sokolov,16920,https://www.hltv.org/player/16920/sh1ro
tabseN,Germany,BIG,6,179,-14,0.89,1.01,PGL Major Antwerp 2022,6372,Johannes 'tabseN' Wodarz,5794,https://www.hltv.org/player/5794/tabsen
VINI,Brazil,Imperial,9,264,-9,0.95,1.01,PGL Major Antwerp 2022,6372,Vinicius 'VINI' Figueiredo,12822,https://www.hltv.org/player/12822/vini
buster,Kazakhstan,Outsiders,6,155,2,1.02,1.0,PGL Major Antwerp 2022,6372,Timur 'buster' Tulepov,11942,https://www.hltv.org/player/11942/buster
chopper,Russia,Spirit,9,257,-14,0.92,1.0,PGL Major Antwerp 2022,6372,Leonid 'chopper' Vishnyakov,7716,https://www.hltv.org/player/7716/chopper
huNter-,Bosnia and Herzegovina,G2,9,264,3,1.02,1.0,PGL Major Antwerp 2022,6372,Nemanja 'huNter-' KovaÄ,3972,https://www.hltv.org/player/3972/hunter
es3tag,Denmark,Ninjas in Pyjamas,10,245,12,1.08,0.99,PGL Major Antwerp 2022,6372,Patrick 'es3tag' Hansen,8611,https://www.hltv.org/player/8611/es3tag
Snappi,Denmark,ENCE,10,257,-22,0.87,0.99,PGL Major Antwerp 2022,6372,Marco 'Snappi' Pfeiffer,922,https://www.hltv.org/player/922/snappi
Maden,Montenegro,ENCE,10,257,-17,0.91,0.99,PGL Major Antwerp 2022,6372,Pavle 'Maden' BoÅ¡koviÄ‡,11777,https://www.hltv.org/player/11777/maden
boltz,Brazil,Imperial,9,264,-15,0.91,0.99,PGL Major Antwerp 2022,6372,Ricardo 'boltz' Prass,8568,https://www.hltv.org/player/8568/boltz
roeJ,Denmark,Copenhagen Flames,12,318,-24,0.89,0.98,PGL Major Antwerp 2022,6372,Fredrik 'roeJ' JÃ¸rgensen,14419,https://www.hltv.org/player/14419/roej
Jame,Russia,Outsiders,6,155,-2,0.98,0.98,PGL Major Antwerp 2022,6372,Dzhami 'Jame' Ali,13776,https://www.hltv.org/player/13776/jame
FalleN,Brazil,Imperial,9,264,-6,0.96,0.98,PGL Major Antwerp 2022,6372,Gabriel 'FalleN' Toledo,2023,https://www.hltv.org/player/2023/fallen
JACKZ,France,G2,9,264,-15,0.91,0.97,PGL Major Antwerp 2022,6372,Audric 'JACKZ' Jug,284,https://www.hltv.org/player/284/jackz
hades,Poland,ENCE,10,257,-1,0.99,0.96,PGL Major Antwerp 2022,6372,Olek 'hades' Miskiewicz,16848,https://www.hltv.org/player/16848/hades
saffee,Brazil,FURIA,10,260,5,1.03,0.96,PGL Major Antwerp 2022,6372,Rafael 'saffee' Costa,18835,https://www.hltv.org/player/18835/saffee
Boombl4,Russia,Natus Vincere,12,324,-29,0.86,0.96,PGL Major Antwerp 2022,6372,Kirill 'Boombl4' Mikhailov,11840,https://www.hltv.org/player/11840/boombl4
misutaaa,France,Vitality,10,277,-18,0.91,0.96,PGL Major Antwerp 2022,6372,KÃ©vin 'misutaaa' Rabier,14176,https://www.hltv.org/player/14176/misutaaa
dupreeh,Denmark,Vitality,10,277,-30,0.84,0.95,PGL Major Antwerp 2022,6372,Peter 'dupreeh' Rasmussen,7398,https://www.hltv.org/player/7398/dupreeh
nafany,Russia,Cloud9,6,174,-15,0.88,0.95,PGL Major Antwerp 2022,6372,Vladislav 'nafany' Gorshkov,16921,https://www.hltv.org/player/16921/nafany
HObbit,Kazakhstan,Cloud9,6,174,-6,0.94,0.95,PGL Major Antwerp 2022,6372,Abay 'HObbit' Khassenov,8528,https://www.hltv.org/player/8528/hobbit
interz,Russia,Cloud9,6,174,-7,0.93,0.93,PGL Major Antwerp 2022,6372,Timofey 'interz' Yakushin,15071,https://www.hltv.org/player/15071/interz
Krimbo,Germany,BIG,6,179,-11,0.9,0.93,PGL Major Antwerp 2022,6372,Karim 'Krimbo' Moussa,19899,https://www.hltv.org/player/19899/krimbo
apEX,France,Vitality,10,277,-30,0.85,0.93,PGL Major Antwerp 2022,6372,Dan 'apEX' Madesclaire,7322,https://www.hltv.org/player/7322/apex
Plopski,Sweden,Ninjas in Pyjamas,10,245,-23,0.85,0.92,PGL Major Antwerp 2022,6372,Nicolas 'Plopski' Gonzalez Zamora,14218,https://www.hltv.org/player/14218/plopski
FL1T,Russia,Outsiders,6,155,-18,0.81,0.91,PGL Major Antwerp 2022,6372,Evgenii 'FL1T' Lebedev,12732,https://www.hltv.org/player/12732/fl1t
arT,Brazil,FURIA,10,260,-63,0.69,0.88,PGL Major Antwerp 2022,6372,Andrei 'arT' Piovezan,12521,https://www.hltv.org/player/12521/art
oSee,United States,Liquid,4,102,-12,0.83,0.87,PGL Major Antwerp 2022,6372,Josh 'oSee' Ohm,13249,https://www.hltv.org/player/13249/osee
Aleksib,Finland,G2,9,264,-37,0.77,0.86,PGL Major Antwerp 2022,6372,Aleksi 'Aleksib' Virolainen,9816,https://www.hltv.org/player/9816/aleksib
drop,Brazil,FURIA,10,260,-34,0.81,0.86,PGL Major Antwerp 2022,6372,AndrÃ© 'drop' Abreu,19750,https://www.hltv.org/player/19750/drop
juanflatroo,Kosovo,Bad News Eagles,4,109,-16,0.81,0.86,PGL Major Antwerp 2022,6372,Flatron 'juanflatroo' Halimi,17147,https://www.hltv.org/player/17147/juanflatroo
sinnopsyy,Kosovo,Bad News Eagles,4,109,-24,0.73,0.86,PGL Major Antwerp 2022,6372,Dionis 'sinnopsyy' Budeci,18120,https://www.hltv.org/player/18120/sinnopsyy
tiziaN,Germany,BIG,6,179,-37,0.71,0.82,PGL Major Antwerp 2022,6372,Tizian 'tiziaN' Feldbusch,5796,https://www.hltv.org/player/5796/tizian
nitr0,United States,Liquid,4,102,-24,0.69,0.82,PGL Major Antwerp 2022,6372,Nick 'nitr0' Cannella,7687,https://www.hltv.org/player/7687/nitr0
refrezh,Denmark,Heroic,12,332,-55,0.76,0.82,PGL Major Antwerp 2022,6372,Ismail 'refrezh' Ali,10610,https://www.hltv.org/player/10610/refrezh
SENER1,Kosovo,Bad News Eagles,4,109,-22,0.72,0.81,PGL Major Antwerp 2022,6372,Sener 'SENER1' Mahmuti,15778,https://www.hltv.org/player/15778/sener1
EliGE,United States,Liquid,4,102,-20,0.76,0.81,PGL Major Antwerp 2022,6372,Jonathan 'EliGE' Jablonowski,8738,https://www.hltv.org/player/8738/elige
fnx,Brazil,Imperial,9,264,-45,0.74,0.79,PGL Major Antwerp 2022,6372,Lincoln 'fnx' Lau,557,https://www.hltv.org/player/557/fnx
gxx-,Kosovo,Bad News Eagles,4,109,-19,0.74,0.76,PGL Major Antwerp 2022,6372,Genc 'gxx-' Kolgeci,19725,https://www.hltv.org/player/19725/gxx
HooXi,Denmark,Copenhagen Flames,12,318,-74,0.68,0.76,PGL Major Antwerp 2022,6372,Rasmus 'HooXi' Nielsen,10096,https://www.hltv.org/player/10096/hooxi
shox,France,Liquid,4,102,-36,0.57,0.64,PGL Major Antwerp 2022,6372,Richard 'shox' Papillon,1225,https://www.hltv.org/player/1225/shox
s1mple,Ukraine,Natus Vincere,10,264,106,1.74,1.47,PGL Major Stockholm 2021,4866,Oleksandr 's1mple' Kostyliev,7998,https://www.hltv.org/player/7998/s1mple
NiKo,Bosnia and Herzegovina,G2,11,314,71,1.35,1.36,PGL Major Stockholm 2021,4866,Nikola 'NiKo' KovaÄ,3741,https://www.hltv.org/player/3741/niko
ZywOo,France,Vitality,13,357,78,1.36,1.3,PGL Major Stockholm 2021,4866,Mathieu 'ZywOo' Herbaut,11893,https://www.hltv.org/player/11893/zywoo
electroNic,Russia,Natus Vincere,10,264,46,1.28,1.28,PGL Major Stockholm 2021,4866,Denis 'electroNic' Sharipov,8918,https://www.hltv.org/player/8918/electronic
b1t,Ukraine,Natus Vincere,10,264,61,1.47,1.27,PGL Major Stockholm 2021,4866,Valeriy 'b1t' Vakhovskiy,18987,https://www.hltv.org/player/18987/b1t
frozen,Slovakia,MOUZ,7,185,25,1.21,1.22,PGL Major Stockholm 2021,4866,David 'frozen' ÄŒerÅˆanskÃ½,9960,https://www.hltv.org/player/9960/frozen
sh1ro,Russia,Gambit,9,234,49,1.4,1.21,PGL Major Stockholm 2021,4866,Dmitry 'sh1ro' Sokolov,16920,https://www.hltv.org/player/16920/sh1ro
broky,Latvia,FaZe,8,218,46,1.35,1.18,PGL Major Stockholm 2021,4866,Helvijs 'broky' Saukants,18053,https://www.hltv.org/player/18053/broky
nicoodoz,Denmark,Copenhagen Flames,9,234,44,1.33,1.16,PGL Major Stockholm 2021,4866,Nico 'nicoodoz' Tamjidi,13602,https://www.hltv.org/player/13602/nicoodoz
stavn,Denmark,Heroic,12,325,29,1.13,1.15,PGL Major Stockholm 2021,4866,Martin 'stavn' Lund,10994,https://www.hltv.org/player/10994/stavn
KSCERATO,Brazil,FURIA,8,212,26,1.21,1.15,PGL Major Stockholm 2021,4866,Kaike 'KSCERATO' Cerato,15631,https://www.hltv.org/player/15631/kscerato
HObbit,Kazakhstan,Gambit,9,234,15,1.1,1.13,PGL Major Stockholm 2021,4866,Abay 'HObbit' Khassenov,8528,https://www.hltv.org/player/8528/hobbit
yuurih,Brazil,FURIA,8,212,16,1.12,1.13,PGL Major Stockholm 2021,4866,Yuri 'yuurih' Santos,12553,https://www.hltv.org/player/12553/yuurih
sjuush,Denmark,Heroic,12,325,31,1.16,1.12,PGL Major Stockholm 2021,4866,Rasmus 'sjuush' Beck,14148,https://www.hltv.org/player/14148/sjuush
huNter-,Bosnia and Herzegovina,G2,11,314,27,1.13,1.12,PGL Major Stockholm 2021,4866,Nemanja 'huNter-' KovaÄ,3972,https://www.hltv.org/player/3972/hunter
jabbi,Denmark,Copenhagen Flames,9,234,18,1.12,1.12,PGL Major Stockholm 2021,4866,Jakob 'jabbi' Nygaard,17956,https://www.hltv.org/player/17956/jabbi
roeJ,Denmark,Copenhagen Flames,9,234,10,1.06,1.11,PGL Major Stockholm 2021,4866,Fredrik 'roeJ' JÃ¸rgensen,14419,https://www.hltv.org/player/14419/roej
Bymas,Lithuania,MOUZ,7,185,16,1.14,1.11,PGL Major Stockholm 2021,4866,Aurimas 'Bymas' Pipiras,19015,https://www.hltv.org/player/19015/bymas
nexa,Serbia,G2,11,314,27,1.14,1.1,PGL Major Stockholm 2021,4866,Nemanja 'nexa' IsakoviÄ‡,9618,https://www.hltv.org/player/9618/nexa
YEKINDAR,Latvia,Virtus.pro,12,333,0,1.0,1.09,PGL Major Stockholm 2021,4866,Mareks 'YEKINDAR' GaÄ¼inskis,13915,https://www.hltv.org/player/13915/yekindar
rain,Norway,FaZe,8,218,-1,0.99,1.08,PGL Major Stockholm 2021,4866,HÃ¥vard 'rain' Nygaard,8183,https://www.hltv.org/player/8183/rain
hampus,Sweden,Ninjas in Pyjamas,11,291,6,1.03,1.08,PGL Major Stockholm 2021,4866,Hampus 'hampus' Poser,9766,https://www.hltv.org/player/9766/hampus
Perfecto,Russia,Natus Vincere,10,264,24,1.17,1.08,PGL Major Stockholm 2021,4866,Ilya 'Perfecto' Zalutskiy,16947,https://www.hltv.org/player/16947/perfecto
Twistzz,Canada,FaZe,8,218,17,1.12,1.08,PGL Major Stockholm 2021,4866,Russel 'Twistzz' Van Dulken,10394,https://www.hltv.org/player/10394/twistzz
apEX,France,Vitality,13,357,-5,0.98,1.06,PGL Major Stockholm 2021,4866,Dan 'apEX' Madesclaire,7322,https://www.hltv.org/player/7322/apex
Boombl4,Russia,Natus Vincere,10,264,8,1.05,1.06,PGL Major Stockholm 2021,4866,Kirill 'Boombl4' Mikhailov,11840,https://www.hltv.org/player/11840/boombl4
NAF,Canada,Liquid,5,139,9,1.1,1.05,PGL Major Stockholm 2021,4866,Keith 'NAF' Markovic,8520,https://www.hltv.org/player/8520/naf
El1an,Russia,Entropiq,10,258,14,1.09,1.05,PGL Major Stockholm 2021,4866,Aleksei 'El1an' Gusev,13281,https://www.hltv.org/player/13281/el1an
Zyphon,Denmark,Copenhagen Flames,9,234,-4,0.98,1.05,PGL Major Stockholm 2021,4866,Rasmus 'Zyphon' Nordfoss,20090,https://www.hltv.org/player/20090/zyphon
AMANEK,France,G2,11,314,17,1.1,1.05,PGL Major Stockholm 2021,4866,FranÃ§ois 'AMANEK' Delaunay,9616,https://www.hltv.org/player/9616/amanek
nafany,Russia,Gambit,9,234,1,1.01,1.05,PGL Major Stockholm 2021,4866,Vladislav 'nafany' Gorshkov,16921,https://www.hltv.org/player/16921/nafany
ropz,Estonia,MOUZ,7,185,13,1.12,1.05,PGL Major Stockholm 2021,4866,Robin 'ropz' Kool,11816,https://www.hltv.org/player/11816/ropz
device,Denmark,Ninjas in Pyjamas,11,291,15,1.08,1.04,PGL Major Stockholm 2021,4866,Nicolai 'device' Reedtz,7592,https://www.hltv.org/player/7592/device
TeSeS,Denmark,Heroic,12,325,-6,0.97,1.04,PGL Major Stockholm 2021,4866,RenÃ© 'TeSeS' Madsen,12018,https://www.hltv.org/player/12018/teses
Ax1Le,Russia,Gambit,9,234,-9,0.94,1.02,PGL Major Stockholm 2021,4866,Sergey 'Ax1Le' Rykhtorov,16555,https://www.hltv.org/player/16555/ax1le
EliGE,United States,Liquid,5,139,-4,0.96,1.01,PGL Major Stockholm 2021,4866,Jonathan 'EliGE' Jablonowski,8738,https://www.hltv.org/player/8738/elige
Qikert,Kazakhstan,Virtus.pro,12,333,-14,0.94,1.01,PGL Major Stockholm 2021,4866,Alexey 'Qikert' Golubev,13239,https://www.hltv.org/player/13239/qikert
VINI,Brazil,FURIA,8,212,4,1.03,1.01,PGL Major Stockholm 2021,4866,Vinicius 'VINI' Figueiredo,12822,https://www.hltv.org/player/12822/vini
buster,Kazakhstan,Virtus.pro,12,333,-11,0.95,1.0,PGL Major Stockholm 2021,4866,Timur 'buster' Tulepov,11942,https://www.hltv.org/player/11942/buster
refrezh,Denmark,Heroic,12,325,-3,0.99,1.0,PGL Major Stockholm 2021,4866,Ismail 'refrezh' Ali,10610,https://www.hltv.org/player/10610/refrezh
FL1T,Russia,Virtus.pro,12,333,-17,0.92,0.99,PGL Major Stockholm 2021,4866,Evgenii 'FL1T' Lebedev,12732,https://www.hltv.org/player/12732/fl1t
dupreeh,Denmark,Astralis,6,151,-7,0.93,0.99,PGL Major Stockholm 2021,4866,Peter 'dupreeh' Rasmussen,7398,https://www.hltv.org/player/7398/dupreeh
cadiaN,Denmark,Heroic,12,325,-8,0.96,0.99,PGL Major Stockholm 2021,4866,Casper 'cadiaN' MÃ¸ller,7964,https://www.hltv.org/player/7964/cadian
olofmeister,Sweden,FaZe,8,218,-6,0.96,0.99,PGL Major Stockholm 2021,4866,Olof 'olofmeister' Kajbjer,885,https://www.hltv.org/player/885/olofmeister
MICHU,Poland,Evil Geniuses,5,118,-2,0.98,0.99,PGL Major Stockholm 2021,4866,MichaÅ‚ 'MICHU' MÃ¼ller,7356,https://www.hltv.org/player/7356/michu
shox,France,Vitality,13,357,-4,0.98,0.99,PGL Major Stockholm 2021,4866,Richard 'shox' Papillon,1225,https://www.hltv.org/player/1225/shox
FalleN,Brazil,Liquid,5,139,-11,0.89,0.98,PGL Major Stockholm 2021,4866,Gabriel 'FalleN' Toledo,2023,https://www.hltv.org/player/2023/fallen
Brehze,United States,Evil Geniuses,5,118,-12,0.87,0.98,PGL Major Stockholm 2021,4866,Vincent 'Brehze' Cayonte,9136,https://www.hltv.org/player/9136/brehze
Jame,Russia,Virtus.pro,12,333,5,1.03,0.97,PGL Major Stockholm 2021,4866,Dzhami 'Jame' Ali,13776,https://www.hltv.org/player/13776/jame
Stewie2K,United States,Liquid,5,139,-12,0.88,0.96,PGL Major Stockholm 2021,4866,Jake 'Stewie2K' Yip,8797,https://www.hltv.org/player/8797/stewie2k
drop,Brazil,FURIA,8,212,-14,0.89,0.96,PGL Major Stockholm 2021,4866,AndrÃ© 'drop' Abreu,19750,https://www.hltv.org/player/19750/drop
Forester,Russia,Entropiq,10,258,0,1.0,0.96,PGL Major Stockholm 2021,4866,Igor 'Forester' Bezotecheskiy,13982,https://www.hltv.org/player/13982/forester
Lack1,Kazakhstan,Entropiq,10,258,-25,0.86,0.96,PGL Major Stockholm 2021,4866,Viktor 'Lack1' Boldyrev,13240,https://www.hltv.org/player/13240/lack1
gla1ve,Denmark,Astralis,6,151,-24,0.79,0.96,PGL Major Stockholm 2021,4866,Lukas 'gla1ve' Rossander,7412,https://www.hltv.org/player/7412/gla1ve
CeRq,Bulgaria,Evil Geniuses,5,118,-10,0.88,0.95,PGL Major Stockholm 2021,4866,Tsvetelin 'CeRq' Dimitrov,11219,https://www.hltv.org/player/11219/cerq
Krad,Russia,Entropiq,10,258,-23,0.88,0.95,PGL Major Stockholm 2021,4866,Vladislav 'Krad' Kravchenko,12027,https://www.hltv.org/player/12027/krad
Spinx,Israel,ENCE,4,95,-3,0.96,0.93,PGL Major Stockholm 2021,4866,Lotan 'Spinx' Giladi,18221,https://www.hltv.org/player/18221/spinx
misutaaa,France,Vitality,13,357,-33,0.87,0.93,PGL Major Stockholm 2021,4866,KÃ©vin 'misutaaa' Rabier,14176,https://www.hltv.org/player/14176/misutaaa
arT,Brazil,FURIA,8,212,-28,0.81,0.93,PGL Major Stockholm 2021,4866,Andrei 'arT' Piovezan,12521,https://www.hltv.org/player/12521/art
REZ,Sweden,Ninjas in Pyjamas,11,291,-26,0.87,0.93,PGL Major Stockholm 2021,4866,Fredrik 'REZ' Sterner,9278,https://www.hltv.org/player/9278/rez
Magisk,Denmark,Astralis,6,151,-17,0.84,0.91,PGL Major Stockholm 2021,4866,Emil 'Magisk' Reif,9032,https://www.hltv.org/player/9032/magisk
dexter,Australia,MOUZ,7,185,-24,0.81,0.91,PGL Major Stockholm 2021,4866,Christopher 'dexter' Nong,9115,https://www.hltv.org/player/9115/dexter
interz,Russia,Gambit,9,234,-19,0.87,0.9,PGL Major Stockholm 2021,4866,Timofey 'interz' Yakushin,15071,https://www.hltv.org/player/15071/interz
HooXi,Denmark,Copenhagen Flames,9,234,-28,0.83,0.9,PGL Major Stockholm 2021,4866,Rasmus 'HooXi' Nielsen,10096,https://www.hltv.org/player/10096/hooxi
JACKZ,France,G2,11,314,-38,0.81,0.9,PGL Major Stockholm 2021,4866,Audric 'JACKZ' Jug,284,https://www.hltv.org/player/284/jackz
acoR,Denmark,MOUZ,7,185,-15,0.88,0.89,PGL Major Stockholm 2021,4866,Frederik 'acoR' Gyldstrand,10330,https://www.hltv.org/player/10330/acor
Kyojin,France,Vitality,13,357,-49,0.8,0.88,PGL Major Stockholm 2021,4866,Jayson 'Kyojin' Nguyen Van,19672,https://www.hltv.org/player/19672/kyojin
Lucky,Denmark,Astralis,6,151,-16,0.85,0.88,PGL Major Stockholm 2021,4866,Philip 'Lucky' Ewald,13843,https://www.hltv.org/player/13843/lucky
Plopski,Sweden,Ninjas in Pyjamas,11,291,-45,0.77,0.88,PGL Major Stockholm 2021,4866,Nicolas 'Plopski' Gonzalez Zamora,14218,https://www.hltv.org/player/14218/plopski
NickelBack,Russia,Entropiq,10,258,-39,0.78,0.87,PGL Major Stockholm 2021,4866,Aleksei 'NickelBack' Trofimov,11498,https://www.hltv.org/player/11498/nickelback
Grim,United States,Liquid,5,139,-24,0.76,0.87,PGL Major Stockholm 2021,4866,Michael 'Grim' Wince,13578,https://www.hltv.org/player/13578/grim
oBo,United States,Evil Geniuses,5,118,-30,0.7,0.87,PGL Major Stockholm 2021,4866,Owen 'oBo' Schlatter,14614,https://www.hltv.org/player/14614/obo
karrigan,Denmark,FaZe,8,218,-48,0.7,0.8,PGL Major Stockholm 2021,4866,Finn 'karrigan' Andersen,429,https://www.hltv.org/player/429/karrigan
Xyp9x,Denmark,Astralis,6,151,-34,0.7,0.8,PGL Major Stockholm 2021,4866,Andreas 'Xyp9x' HÃ¸jsleth,4954,https://www.hltv.org/player/4954/xyp9x
LNZ,Sweden,Ninjas in Pyjamas,11,291,-50,0.73,0.79,PGL Major Stockholm 2021,4866,Linus 'LNZ' HoltÃ¤ng,19310,https://www.hltv.org/player/19310/lnz
Snappi,Denmark,ENCE,4,95,-25,0.68,0.79,PGL Major Stockholm 2021,4866,Marco 'Snappi' Pfeiffer,922,https://www.hltv.org/player/922/snappi
hades,Poland,ENCE,4,95,-20,0.71,0.77,PGL Major Stockholm 2021,4866,Olek 'hades' Miskiewicz,16848,https://www.hltv.org/player/16848/hades
doto,Finland,ENCE,4,95,-25,0.66,0.76,PGL Major Stockholm 2021,4866,Joonas 'doto' Forss,9819,https://www.hltv.org/player/9819/doto
