name_x,nationality,team,maps,rounds,KD-diff,KD,rating,event,event_ID,Full name,Player ID,Full link,name_y,Kills,Deaths,Kill / Death,Kill / Round,Rounds with kills,Kill - Death difference,Total opening kills,Total opening deaths,Opening kill ratio,Opening kill rating,Team win percent after first kill,First kill in won rounds,0 kill rounds,1 kill rounds,2 kill rounds,3 kill rounds,4 kill rounds,5 kill rounds,Rifle kills,Sniper kills,SMG kills,Pistol kills,Grenade,Other,Event link
gade,Denmark,North,6,148,12,1.12,1.07,StarLadder Major Berlin 2019,4443,Nicklas 'gade' Gade,8875,https://www.hltv.org/player/8875/gade,gade,108.0,96.0,1.12,0.73,72.0,12.0,11.0,20.0,0.55,0.81,63.6%,9.7%,76.0,43.0,24.0,3.0,2.0,0.0,88.0,1.0,5.0,13.0,1.0,0.0,https://www.hltv.org/stats/players/individual/8875/gade?event=4443
stanislaw,Canada,NRG,8,249,3,1.02,1.06,StarLadder Major Berlin 2019,4443,Peter 'stanislaw' Jarguz,8507,https://www.hltv.org/player/8507/stanislaw,stanislaw,162.0,159.0,1.02,0.65,110.0,3.0,24.0,27.0,0.89,0.97,75.0%,13.5%,139.0,68.0,33.0,8.0,1.0,0.0,113.0,15.0,8.0,23.0,3.0,0.0,https://www.hltv.org/stats/players/individual/8507/stanislaw?event=4443
ALEX,United Kingdom,Vitality,9,222,8,1.05,1.05,StarLadder Major Berlin 2019,4443,Alex 'ALEX' McMeekin,8184,https://www.hltv.org/player/8184/alex,ALEX,156.0,148.0,1.05,0.7,104.0,8.0,19.0,26.0,0.73,0.9,68.4%,11.2%,118.0,63.0,33.0,5.0,3.0,0.0,113.0,7.0,11.0,23.0,2.0,0.0,https://www.hltv.org/stats/players/individual/8184/ALEX?event=4443
valde,Denmark,North,6,148,2,1.02,1.05,StarLadder Major Berlin 2019,4443,Valdemar 'valde' BjÃ¸rn VangsÃ¥,9031,https://www.hltv.org/player/9031/valde,valde,91.0,89.0,1.02,0.61,65.0,2.0,15.0,12.0,1.25,1.04,80.0%,16.7%,83.0,44.0,16.0,5.0,0.0,0.0,66.0,0.0,8.0,12.0,5.0,0.0,https://www.hltv.org/stats/players/individual/9031/valde?event=4443
woxic,Turkey,MOUZ,7,214,4,1.03,1.05,StarLadder Major Berlin 2019,4443,Ã–zgÃ¼r 'woxic' Eker,8574,https://www.hltv.org/player/8574/woxic,woxic,150.0,146.0,1.03,0.7,106.0,4.0,20.0,14.0,1.43,1.02,75.0%,15.8%,108.0,70.0,29.0,6.0,1.0,0.0,36.0,82.0,0.0,32.0,1.0,0.0,https://www.hltv.org/stats/players/individual/8574/woxic?event=4443
Qikert,Kazakhstan,AVANGAR,13,351,-10,0.96,1.05,StarLadder Major Berlin 2019,4443,Alexey 'Qikert' Golubev,13239,https://www.hltv.org/player/13239/qikert,Qikert,244.0,254.0,0.96,0.7,155.0,-10.0,42.0,46.0,0.91,1.05,69.0%,16.5%,196.0,88.0,46.0,20.0,1.0,0.0,181.0,3.0,16.0,40.0,4.0,0.0,https://www.hltv.org/stats/players/individual/13239/Qikert?event=4443
aizy,Denmark,North,6,148,-11,0.89,1.04,StarLadder Major Berlin 2019,4443,Philip 'aizy' Aistrup,8095,https://www.hltv.org/player/8095/aizy,aizy,92.0,103.0,0.89,0.62,73.0,-11.0,20.0,11.0,1.82,1.22,70.0%,19.4%,75.0,57.0,13.0,3.0,0.0,0.0,60.0,11.0,6.0,14.0,1.0,0.0,https://www.hltv.org/stats/players/individual/8095/aizy?event=4443
EspiranTo,Lithuania,CR4ZY,9,259,-12,0.94,1.02,StarLadder Major Berlin 2019,4443,Rokas 'EspiranTo' Milasauskas,12030,https://www.hltv.org/player/12030/espiranto,EspiranTo,175.0,187.0,0.94,0.68,112.0,-12.0,29.0,33.0,0.88,1.01,62.1%,15.0%,147.0,68.0,28.0,13.0,3.0,0.0,125.0,9.0,3.0,37.0,1.0,0.0,https://www.hltv.org/stats/players/individual/12030/EspiranTo?event=4443
huNter-,Bosnia and Herzegovina,CR4ZY,9,259,-6,0.97,1.02,StarLadder Major Berlin 2019,4443,Nemanja 'huNter-' KovaÄ,3972,https://www.hltv.org/player/3972/hunter,huNter-,173.0,179.0,0.97,0.67,117.0,-6.0,30.0,27.0,1.11,1.07,70.0%,17.5%,142.0,74.0,30.0,13.0,0.0,0.0,139.0,1.0,9.0,22.0,2.0,0.0,https://www.hltv.org/stats/players/individual/3972/huNter-?event=4443
nexa,Serbia,CR4ZY,9,259,-10,0.95,1.02,StarLadder Major Berlin 2019,4443,Nemanja 'nexa' IsakoviÄ‡,9618,https://www.hltv.org/player/9618/nexa,nexa,180.0,190.0,0.95,0.69,121.0,-10.0,21.0,14.0,1.5,0.98,61.9%,10.8%,138.0,76.0,31.0,14.0,0.0,0.0,142.0,1.0,8.0,27.0,2.0,0.0,https://www.hltv.org/stats/players/individual/9618/nexa?event=4443
chrisJ,Netherlands,MOUZ,7,214,-1,0.99,1.01,StarLadder Major Berlin 2019,4443,Chris 'chrisJ' de Jong,2730,https://www.hltv.org/player/2730/chrisj,chrisJ,148.0,149.0,0.99,0.69,99.0,-1.0,23.0,28.0,0.82,0.99,69.6%,16.8%,115.0,64.0,24.0,9.0,1.0,1.0,98.0,13.0,6.0,30.0,1.0,0.0,https://www.hltv.org/stats/players/individual/2730/chrisJ?event=4443
Gratisfaction,New Zealand,Renegades,14,390,-2,0.99,1.0,StarLadder Major Berlin 2019,4443,Sean 'Gratisfaction' Kaiwai,9686,https://www.hltv.org/player/9686/gratisfaction,Gratisfaction,240.0,242.0,0.99,0.62,170.0,-2.0,53.0,48.0,1.1,1.14,77.4%,20.5%,220.0,113.0,45.0,11.0,1.0,0.0,62.0,132.0,14.0,31.0,2.0,0.0,https://www.hltv.org/stats/players/individual/9686/Gratisfaction?event=4443
RpK,France,Vitality,9,222,-14,0.91,1.0,StarLadder Major Berlin 2019,4443,CÃ©dric 'RpK' Guipouy,7169,https://www.hltv.org/player/7169/rpk,RpK,137.0,151.0,0.91,0.62,98.0,-14.0,17.0,14.0,1.21,0.94,64.7%,9.5%,124.0,69.0,20.0,8.0,1.0,0.0,93.0,0.0,5.0,37.0,2.0,0.0,https://www.hltv.org/stats/players/individual/7169/RpK?event=4443
NiKo,Bosnia and Herzegovina,FaZe,6,162,-10,0.92,1.0,StarLadder Major Berlin 2019,4443,Nikola 'NiKo' KovaÄ,3741,https://www.hltv.org/player/3741/niko,NiKo,109.0,119.0,0.92,0.67,79.0,-10.0,26.0,31.0,0.84,1.15,73.1%,23.5%,83.0,57.0,15.0,6.0,1.0,0.0,76.0,14.0,5.0,13.0,1.0,0.0,https://www.hltv.org/stats/players/individual/3741/NiKo?event=4443
SANJI,Uzbekistan,AVANGAR,13,351,5,1.02,1.0,StarLadder Major Berlin 2019,4443,Sanjar 'SANJI' Kuliev,11716,https://www.hltv.org/player/11716/sanji,SANJI,229.0,224.0,1.02,0.65,161.0,5.0,28.0,23.0,1.22,0.96,53.6%,8.5%,190.0,107.0,42.0,10.0,2.0,0.0,147.0,0.0,47.0,33.0,2.0,0.0,https://www.hltv.org/stats/players/individual/11716/SANJI?event=4443
Aerial,Finland,ENCE,6,143,-6,0.94,0.99,StarLadder Major Berlin 2019,4443,Jani 'Aerial' Jussila,4076,https://www.hltv.org/player/4076/aerial,Aerial,87.0,93.0,0.94,0.61,59.0,-6.0,14.0,29.0,0.48,0.82,85.7%,14.8%,84.0,33.0,24.0,2.0,0.0,0.0,60.0,0.0,9.0,17.0,1.0,0.0,https://www.hltv.org/stats/players/individual/4076/Aerial?event=4443
kennyS,France,G2,9,235,-3,0.98,0.99,StarLadder Major Berlin 2019,4443,Kenny 'kennyS' Schrub,7167,https://www.hltv.org/player/7167/kennys,kennyS,157.0,160.0,0.98,0.67,97.0,-3.0,25.0,25.0,1.0,1.02,68.0%,14.9%,138.0,54.0,27.0,15.0,1.0,0.0,50.0,82.0,1.0,23.0,1.0,0.0,https://www.hltv.org/stats/players/individual/7167/kennyS?event=4443
ropz,Estonia,MOUZ,7,214,-7,0.95,0.98,StarLadder Major Berlin 2019,4443,Robin 'ropz' Kool,11816,https://www.hltv.org/player/11816/ropz,ropz,136.0,143.0,0.95,0.64,87.0,-7.0,15.0,26.0,0.58,0.81,53.3%,8.4%,127.0,53.0,22.0,10.0,1.0,1.0,108.0,7.0,1.0,19.0,1.0,1.0,https://www.hltv.org/stats/players/individual/11816/ropz?event=4443
AZR,Australia,Renegades,14,390,-6,0.98,0.98,StarLadder Major Berlin 2019,4443,Aaron 'AZR' Ward,8082,https://www.hltv.org/player/8082/azr,AZR,242.0,248.0,0.98,0.62,166.0,-6.0,28.0,39.0,0.72,0.86,71.4%,10.0%,224.0,108.0,41.0,16.0,1.0,0.0,191.0,1.0,22.0,27.0,1.0,0.0,https://www.hltv.org/stats/players/individual/8082/AZR?event=4443
shox,France,G2,9,235,-13,0.92,0.98,StarLadder Major Berlin 2019,4443,Richard 'shox' Papillon,1225,https://www.hltv.org/player/1225/shox,shox,144.0,157.0,0.92,0.61,105.0,-13.0,22.0,11.0,2.0,1.06,68.2%,13.2%,130.0,74.0,24.0,6.0,1.0,0.0,96.0,12.0,6.0,29.0,1.0,0.0,https://www.hltv.org/stats/players/individual/1225/shox?event=4443
xseveN,Finland,ENCE,6,143,-1,0.99,0.97,StarLadder Major Berlin 2019,4443,Sami 'xseveN' Laasanen,7248,https://www.hltv.org/player/7248/xseven,xseveN,84.0,85.0,0.99,0.59,62.0,-1.0,11.0,12.0,0.92,0.91,63.6%,8.6%,81.0,43.0,16.0,3.0,0.0,0.0,56.0,1.0,9.0,15.0,3.0,0.0,https://www.hltv.org/stats/players/individual/7248/xseveN?event=4443
Zeus,Ukraine,Natus Vincere,10,281,-15,0.92,0.97,StarLadder Major Berlin 2019,4443,Danylo 'Zeus' Teslenko,484,https://www.hltv.org/player/484/zeus,Zeus,165.0,180.0,0.92,0.59,119.0,-15.0,26.0,26.0,1.0,0.98,65.4%,11.0%,162.0,85.0,26.0,5.0,2.0,1.0,125.0,2.0,10.0,23.0,4.0,1.0,https://www.hltv.org/stats/players/individual/484/Zeus?event=4443
JACKZ,France,G2,9,235,-16,0.9,0.97,StarLadder Major Berlin 2019,4443,Audric 'JACKZ' Jug,284,https://www.hltv.org/player/284/jackz,JACKZ,146.0,162.0,0.9,0.62,101.0,-16.0,32.0,21.0,1.52,1.2,75.0%,21.1%,134.0,65.0,30.0,3.0,3.0,0.0,108.0,1.0,17.0,19.0,1.0,0.0,https://www.hltv.org/stats/players/individual/284/JACKZ?event=4443
JUGi,Denmark,North,6,148,1,1.01,0.97,StarLadder Major Berlin 2019,4443,Jakob 'JUGi' Hansen,8783,https://www.hltv.org/player/8783/jugi,JUGi,83.0,82.0,1.01,0.56,63.0,1.0,14.0,12.0,1.17,1.0,85.7%,16.7%,85.0,47.0,12.0,4.0,0.0,0.0,12.0,52.0,4.0,15.0,0.0,0.0,https://www.hltv.org/stats/players/individual/8783/JUGi?event=4443
Lucky,France,G2,9,235,-13,0.92,0.97,StarLadder Major Berlin 2019,4443,Philip 'Lucky' Ewald,13843,https://www.hltv.org/player/13843/lucky,Lucky,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,0.0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.hltv.org/stats/players/individual/13843/Lucky?event=4443
Ethan,United States,NRG,8,249,-22,0.87,0.96,StarLadder Major Berlin 2019,4443,Ethan 'Ethan' Arnold,10671,https://www.hltv.org/player/10671/ethan,Ethan,144.0,166.0,0.87,0.58,103.0,-22.0,23.0,28.0,0.82,0.94,73.9%,12.8%,146.0,70.0,25.0,8.0,0.0,0.0,99.0,2.0,10.0,32.0,1.0,1.0,https://www.hltv.org/stats/players/individual/10671/Ethan?event=4443
frozen,Slovakia,MOUZ,7,214,-19,0.87,0.96,StarLadder Major Berlin 2019,4443,David 'frozen' ÄŒerÅˆanskÃ½,9960,https://www.hltv.org/player/9960/frozen,frozen,132.0,151.0,0.87,0.62,87.0,-19.0,13.0,20.0,0.65,0.81,76.9%,10.5%,127.0,54.0,22.0,10.0,1.0,0.0,100.0,1.0,5.0,26.0,0.0,0.0,https://www.hltv.org/stats/players/individual/9960/frozen?event=4443
gla1ve,Denmark,Astralis,13,382,-42,0.84,0.95,StarLadder Major Berlin 2019,4443,Lukas 'gla1ve' Rossander,7412,https://www.hltv.org/player/7412/gla1ve,gla1ve,218.0,260.0,0.84,0.57,152.0,-42.0,43.0,61.0,0.7,0.96,81.4%,15.8%,230.0,102.0,36.0,12.0,2.0,0.0,172.0,3.0,15.0,23.0,5.0,0.0,https://www.hltv.org/stats/players/individual/7412/gla1ve?event=4443
Lekr0,Sweden,Ninjas in Pyjamas,4,98,-4,0.94,0.94,StarLadder Major Berlin 2019,4443,Jonas 'Lekr0' Olofsson,9261,https://www.hltv.org/player/9261/lekr0,Lekr0,64.0,68.0,0.94,0.65,42.0,-4.0,10.0,10.0,1.0,1.01,50.0%,14.7%,56.0,25.0,12.0,5.0,0.0,0.0,36.0,20.0,0.0,8.0,0.0,0.0,https://www.hltv.org/stats/players/individual/9261/Lekr0?event=4443
Stewie2K,United States,Liquid,9,271,-34,0.82,0.92,StarLadder Major Berlin 2019,4443,Jake 'Stewie2K' Yip,8797,https://www.hltv.org/player/8797/stewie2k,Stewie2K,155.0,189.0,0.82,0.57,120.0,-34.0,29.0,42.0,0.69,0.94,69.0%,14.6%,151.0,87.0,31.0,2.0,0.0,0.0,78.0,41.0,6.0,26.0,2.0,2.0,https://www.hltv.org/stats/players/individual/8797/Stewie2K?event=4443
NEO,Poland,FaZe,6,162,-14,0.87,0.92,StarLadder Major Berlin 2019,4443,Filip 'NEO' Kubski,165,https://www.hltv.org/player/9261/lekr0,NEO,94.0,108.0,0.87,0.58,71.0,-14.0,5.0,9.0,0.56,0.73,80.0%,4.9%,91.0,54.0,14.0,1.0,1.0,1.0,69.0,2.0,10.0,12.0,1.0,1.0,https://www.hltv.org/stats/players/individual/165/NEO?event=4443
REZ,Sweden,Ninjas in Pyjamas,4,98,-9,0.87,0.9,StarLadder Major Berlin 2019,4443,Fredrik 'REZ' Sterner,9278,https://www.hltv.org/player/9278/rez,REZ,62.0,71.0,0.87,0.63,44.0,-9.0,9.0,15.0,0.6,0.87,55.6%,14.7%,54.0,28.0,14.0,2.0,0.0,0.0,51.0,2.0,1.0,8.0,0.0,0.0,https://www.hltv.org/stats/players/individual/9278/REZ?event=4443
nitr0,United States,Liquid,9,271,-38,0.79,0.9,StarLadder Major Berlin 2019,4443,Nick 'nitr0' Cannella,7687,https://www.hltv.org/player/7687/nitr0,nitr0,147.0,185.0,0.79,0.54,108.0,-38.0,19.0,27.0,0.7,0.85,73.7%,10.2%,163.0,76.0,28.0,1.0,3.0,0.0,74.0,30.0,7.0,35.0,1.0,0.0,https://www.hltv.org/stats/players/individual/7687/nitr0?event=4443
AdreN,Kazakhstan,AVANGAR,13,351,-42,0.81,0.9,StarLadder Major Berlin 2019,4443,Dauren 'AdreN' Kystaubayev,334,https://www.hltv.org/player/334/adren,AdreN,184.0,226.0,0.81,0.52,127.0,-42.0,24.0,40.0,0.6,0.82,79.2%,10.8%,224.0,84.0,32.0,8.0,3.0,0.0,144.0,3.0,10.0,24.0,3.0,0.0,https://www.hltv.org/stats/players/individual/334/AdreN?event=4443
GuardiaN,Slovakia,FaZe,6,162,-13,0.87,0.88,StarLadder Major Berlin 2019,4443,Ladislav 'GuardiaN' KovÃ¡cs,2757,https://www.hltv.org/player/2757/guardian,GuardiaN,85.0,98.0,0.87,0.52,61.0,-13.0,12.0,10.0,1.2,0.93,66.7%,9.9%,101.0,40.0,18.0,3.0,0.0,0.0,8.0,63.0,4.0,8.0,2.0,0.0,https://www.hltv.org/stats/players/individual/2757/GuardiaN?event=4443
LUCAS1,Brazil,MIBR,5,119,-18,0.8,0.88,StarLadder Major Berlin 2019,4443,Lucas 'LUCAS1' Teles,8566,https://www.hltv.org/player/8566/lucas1,LUCAS1,70.0,88.0,0.8,0.59,44.0,-18.0,13.0,11.0,1.18,1.06,76.9%,23.3%,75.0,27.0,10.0,5.0,2.0,0.0,52.0,0.0,5.0,10.0,3.0,0.0,https://www.hltv.org/stats/players/individual/8566/LUCAS1?event=4443
TACO,Brazil,MIBR,5,119,-13,0.85,0.88,StarLadder Major Berlin 2019,4443,Epitacio 'TACO' de Melo,9217,https://www.hltv.org/player/9217/taco,TACO,74.0,87.0,0.85,0.62,55.0,-13.0,7.0,13.0,0.54,0.78,85.7%,14.0%,64.0,41.0,9.0,5.0,0.0,0.0,46.0,4.0,5.0,19.0,0.0,0.0,https://www.hltv.org/stats/players/individual/9217/TACO?event=4443
karrigan,Denmark,MOUZ,7,214,-43,0.74,0.87,StarLadder Major Berlin 2019,4443,Finn 'karrigan' Andersen,429,https://www.hltv.org/player/429/karrigan,karrigan,120.0,163.0,0.74,0.56,88.0,-43.0,24.0,31.0,0.77,0.99,41.7%,10.5%,126.0,67.0,14.0,4.0,2.0,1.0,95.0,0.0,4.0,19.0,0.0,2.0,https://www.hltv.org/stats/players/individual/429/karrigan?event=4443
FalleN,Brazil,MIBR,5,119,-18,0.79,0.86,StarLadder Major Berlin 2019,4443,Gabriel 'FalleN' Toledo,2023,https://www.hltv.org/player/2023/fallen,FalleN,67.0,85.0,0.79,0.56,51.0,-18.0,13.0,14.0,0.93,1.02,30.8%,9.3%,68.0,40.0,6.0,5.0,0.0,0.0,18.0,26.0,4.0,17.0,2.0,0.0,https://www.hltv.org/stats/players/individual/2023/FalleN?event=4443
NBK-,France,Vitality,9,222,-41,0.74,0.84,StarLadder Major Berlin 2019,4443,Nathan 'NBK-' Schmitt,7168,https://www.hltv.org/player/7168/nbk,NBK-,117.0,158.0,0.74,0.53,77.0,-41.0,31.0,27.0,1.15,1.16,83.9%,22.4%,145.0,46.0,24.0,5.0,2.0,0.0,71.0,14.0,9.0,18.0,4.0,1.0,https://www.hltv.org/stats/players/individual/7168/NBK-?event=4443
fer,Brazil,MIBR,5,119,-23,0.75,0.81,StarLadder Major Berlin 2019,4443,Fernando 'fer' Alvarenga,8564,https://www.hltv.org/player/8564/fer,fer,69.0,92.0,0.75,0.58,48.0,-23.0,14.0,22.0,0.64,0.95,85.7%,27.9%,71.0,35.0,6.0,6.0,1.0,0.0,38.0,6.0,7.0,17.0,1.0,0.0,https://www.hltv.org/stats/players/individual/8564/fer?event=4443
svyat,Russia,DreamEaters,4,98,-22,0.72,0.81,StarLadder Major Berlin 2019,4443,Svyatoslav 'svyat' Dovbakh,12016,https://www.hltv.org/player/12016/svyat,svyat,56.0,78.0,0.72,0.57,44.0,-22.0,8.0,9.0,0.89,0.92,50.0%,11.8%,54.0,35.0,6.0,3.0,0.0,0.0,41.0,0.0,10.0,7.0,0.0,0.0,https://www.hltv.org/stats/players/individual/12016/svyat?event=4443
LETN1,Serbia,CR4ZY,9,259,-55,0.68,0.78,StarLadder Major Berlin 2019,4443,Nestor 'LETN1' TaniÄ‡,4216,https://www.hltv.org/player/4216/letn1,LETN1,119.0,174.0,0.68,0.46,90.0,-55.0,19.0,37.0,0.51,0.8,57.9%,9.2%,169.0,67.0,18.0,4.0,1.0,0.0,77.0,19.0,6.0,14.0,2.0,2.0,https://www.hltv.org/stats/players/individual/4216/LETN1?event=4443
Krad,Russia,DreamEaters,4,98,-23,0.67,0.75,StarLadder Major Berlin 2019,4443,Vladislav 'Krad' Kravchenko,12027,https://www.hltv.org/player/12027/krad,Krad,47.0,70.0,0.67,0.48,29.0,-23.0,6.0,15.0,0.4,0.72,66.7%,11.8%,69.0,14.0,12.0,3.0,0.0,0.0,33.0,3.0,2.0,6.0,3.0,0.0,https://www.hltv.org/stats/players/individual/12027/Krad?event=4443
speed4k,Russia,DreamEaters,4,98,-26,0.63,0.74,StarLadder Major Berlin 2019,4443,Anton 'speed4k' Titov,13155,https://www.hltv.org/player/13155/speed4k,speed4k,45.0,71.0,0.63,0.46,33.0,-26.0,9.0,8.0,1.12,0.99,55.6%,14.7%,65.0,25.0,5.0,2.0,1.0,0.0,3.0,24.0,6.0,12.0,0.0,0.0,https://www.hltv.org/stats/players/individual/13155/speed4k?event=4443
GeT_RiGhT,Sweden,Ninjas in Pyjamas,4,98,-23,0.69,0.74,StarLadder Major Berlin 2019,4443,Christopher 'GeT_RiGhT' Alesund,39,https://www.hltv.org/player/39/get-right,GeT_RiGhT,52.0,75.0,0.69,0.53,33.0,-23.0,6.0,12.0,0.5,0.77,100.0%,17.6%,65.0,18.0,11.0,4.0,0.0,0.0,43.0,3.0,2.0,4.0,0.0,0.0,https://www.hltv.org/stats/players/individual/39/GeT_RiGhT?event=4443
kinqie,Russia,DreamEaters,4,98,-24,0.66,0.73,StarLadder Major Berlin 2019,4443,Semyon 'kinqie' Lisitsyn,3459,https://www.hltv.org/player/3459/kinqie,kinqie,46.0,70.0,0.66,0.47,34.0,-24.0,11.0,12.0,0.92,1.02,81.8%,26.5%,64.0,26.0,6.0,0.0,2.0,0.0,36.0,0.0,0.0,10.0,0.0,0.0,https://www.hltv.org/stats/players/individual/3459/kinqie?event=4443
Forester,Russia,DreamEaters,4,98,-22,0.72,0.73,StarLadder Major Berlin 2019,4443,Igor 'Forester' Bezotecheskiy,13982,https://www.hltv.org/player/13982/forester,Forester,56.0,78.0,0.72,0.57,39.0,-22.0,7.0,13.0,0.54,0.8,71.4%,14.7%,59.0,25.0,11.0,3.0,0.0,0.0,39.0,0.0,6.0,9.0,2.0,0.0,https://www.hltv.org/stats/players/individual/13982/Forester?event=4443
Golden,Sweden,Ninjas in Pyjamas,4,98,-24,0.69,0.73,StarLadder Major Berlin 2019,4443,Maikil 'Golden' Selim,11110,https://www.hltv.org/player/11110/golden,Golden,53.0,77.0,0.69,0.54,36.0,-24.0,6.0,17.0,0.35,0.68,66.7%,11.8%,62.0,22.0,11.0,3.0,0.0,0.0,41.0,2.0,2.0,8.0,0.0,0.0,https://www.hltv.org/stats/players/individual/11110/Golden?event=4443
zews,Brazil,MIBR,5,119,-46,0.5,0.59,StarLadder Major Berlin 2019,4443,Wilton 'zews' Prado,6608,https://www.hltv.org/player/6608/zews,zews,46.0,92.0,0.5,0.39,35.0,-46.0,4.0,8.0,0.5,0.72,50.0%,4.7%,84.0,26.0,8.0,0.0,1.0,0.0,27.0,6.0,1.0,12.0,0.0,0.0,https://www.hltv.org/stats/players/individual/6608/zews?event=4443
f0rest,Sweden,Ninjas in Pyjamas,4,98,-39,0.49,0.54,StarLadder Major Berlin 2019,4443,Patrik 'f0rest' Lindberg,29,https://www.hltv.org/player/29/f0rest,f0rest,38.0,77.0,0.49,0.39,31.0,-39.0,4.0,9.0,0.44,0.72,75.0%,8.8%,67.0,25.0,5.0,1.0,0.0,0.0,13.0,16.0,0.0,9.0,0.0,0.0,https://www.hltv.org/stats/players/individual/29/f0rest?event=4443
device,Denmark,Astralis,11,265,74,1.52,1.32,IEM Katowice 2019,3883,Nicolai 'device' Reedtz,7592,https://www.hltv.org/player/7592/device,device,216.0,142.0,1.52,0.82,137.0,74.0,40.0,17.0,2.35,1.31,87.5%,19.8%,128.0,84.0,31.0,18.0,4.0,0.0,88.0,88.0,3.0,36.0,1.0,0.0,https://www.hltv.org/stats/players/individual/7592/device?event=3883
s1mple,Ukraine,Natus Vincere,11,305,76,1.44,1.29,IEM Katowice 2019,3883,Oleksandr 's1mple' Kostyliev,7998,https://www.hltv.org/player/7998/s1mple,s1mple,248.0,172.0,1.44,0.81,166.0,76.0,43.0,29.0,1.48,1.21,62.8%,15.7%,139.0,105.0,43.0,15.0,3.0,0.0,72.0,137.0,3.0,34.0,2.0,0.0,https://www.hltv.org/stats/players/individual/7998/s1mple?event=3883
Xyp9x,Denmark,Astralis,11,265,73,1.57,1.29,IEM Katowice 2019,3883,Andreas 'Xyp9x' HÃ¸jsleth,4954,https://www.hltv.org/player/4954/xyp9x,Xyp9x,202.0,129.0,1.57,0.76,130.0,73.0,13.0,13.0,1.0,0.83,100.0%,7.3%,135.0,76.0,39.0,12.0,3.0,0.0,163.0,4.0,9.0,20.0,6.0,0.0,https://www.hltv.org/stats/players/individual/4954/Xyp9x?event=3883
Magisk,Denmark,Astralis,11,265,61,1.42,1.28,IEM Katowice 2019,3883,Emil 'Magisk' Reif,9032,https://www.hltv.org/player/9032/magisk,Magisk,207.0,146.0,1.42,0.78,130.0,61.0,29.0,30.0,0.97,1.03,82.8%,13.6%,135.0,79.0,30.0,16.0,5.0,0.0,148.0,15.0,1.0,33.0,10.0,0.0,https://www.hltv.org/stats/players/individual/9032/Magisk?event=3883
coldzera,Brazil,MIBR,9,227,45,1.31,1.26,IEM Katowice 2019,3883,Marcelo 'coldzera' David,9216,https://www.hltv.org/player/9216/coldzera,coldzera,191.0,146.0,1.31,0.84,123.0,45.0,23.0,16.0,1.44,1.06,60.9%,11.7%,104.0,72.0,36.0,13.0,2.0,0.0,134.0,10.0,11.0,36.0,1.0,0.0,https://www.hltv.org/stats/players/individual/9216/coldzera?event=3883
dupreeh,Denmark,Astralis,11,265,43,1.27,1.24,IEM Katowice 2019,3883,Peter 'dupreeh' Rasmussen,7398,https://www.hltv.org/player/7398/dupreeh,dupreeh,204.0,161.0,1.27,0.77,136.0,43.0,39.0,27.0,1.44,1.23,82.1%,18.1%,129.0,81.0,45.0,7.0,3.0,0.0,150.0,12.0,15.0,26.0,0.0,2.0,https://www.hltv.org/stats/players/individual/7398/dupreeh?event=3883
stanislaw,Canada,Complexity,7,204,26,1.19,1.2,IEM Katowice 2019,3883,Peter 'stanislaw' Jarguz,8507,https://www.hltv.org/player/8507/stanislaw,stanislaw,166.0,140.0,1.19,0.81,99.0,26.0,19.0,25.0,0.76,0.93,73.7%,14.4%,105.0,57.0,21.0,18.0,2.0,1.0,105.0,13.0,16.0,28.0,4.0,0.0,https://www.hltv.org/stats/players/individual/8507/stanislaw?event=3883
fer,Brazil,MIBR,9,227,30,1.21,1.2,IEM Katowice 2019,3883,Fernando 'fer' Alvarenga,8564,https://www.hltv.org/player/8564/fer,fer,173.0,143.0,1.21,0.76,111.0,30.0,31.0,20.0,1.55,1.2,80.6%,20.8%,116.0,66.0,32.0,10.0,2.0,1.0,125.0,2.0,13.0,30.0,3.0,0.0,https://www.hltv.org/stats/players/individual/8564/fer?event=3883
flamie,Russia,Natus Vincere,11,305,36,1.19,1.2,IEM Katowice 2019,3883,Egor 'flamie' Vasilyev,7594,https://www.hltv.org/player/7594/flamie,flamie,225.0,189.0,1.19,0.74,148.0,36.0,38.0,37.0,1.03,1.09,78.9%,17.4%,157.0,94.0,39.0,10.0,2.0,3.0,126.0,41.0,9.0,49.0,3.0,0.0,https://www.hltv.org/stats/players/individual/7594/flamie?event=3883
Brehze,United States,NRG,4,135,14,1.15,1.19,IEM Katowice 2019,3883,Vincent 'Brehze' Cayonte,9136,https://www.hltv.org/player/9136/brehze,Brehze,109.0,95.0,1.15,0.81,66.0,14.0,16.0,10.0,1.6,1.14,62.5%,16.1%,69.0,38.0,18.0,5.0,5.0,0.0,89.0,4.0,0.0,16.0,0.0,0.0,https://www.hltv.org/stats/players/individual/9136/Brehze?event=3883
flusha,Sweden,Cloud9,7,172,11,1.09,1.19,IEM Katowice 2019,3883,Robin 'flusha' RÃ¶nnquist,3055,https://www.hltv.org/player/3055/flusha,flusha,133.0,122.0,1.09,0.77,85.0,11.0,19.0,11.0,1.73,1.11,68.4%,15.3%,87.0,49.0,27.0,6.0,3.0,0.0,78.0,7.0,28.0,16.0,4.0,0.0,https://www.hltv.org/stats/players/individual/3055/flusha?event=3883
