name_x,nationality,team,maps,rounds,KD-diff,KD,rating,event,event_ID,Full name,Player ID,Full link,name_y,Kills,Deaths,Kill / Death,Kill / Round,Rounds with kills,Kill - Death difference,Total opening kills,Total opening deaths,Opening kill ratio,Opening kill rating,Team win percent after first kill,First kill in won rounds,0 kill rounds,1 kill rounds,2 kill rounds,3 kill rounds,4 kill rounds,5 kill rounds,Rifle kills,Sniper kills,SMG kills,Pistol kills,Grenade,Other,Event link
innocent,Poland,ESC,3,78,2,1.03,1.03,DreamHack Winter 2014,1553,PaweÅ‚ 'innocent' Mocek,3669,https://www.hltv.org/player/3669/innocent,innocent,60.0,58.0,1.03,0.77,39.0,2.0,7.0,3.0,2.33,1.05,85.7%,18.2%,39.0,23.0,13.0,2.0,1.0,0.0,52.0,0.0,0.0,8.0,0.0,0.0,https://www.hltv.org/stats/players/individual/3669/innocent?event=1553
device,Denmark,Dignitas,4,96,6,1.1,1.03,DreamHack Winter 2014,1553,Nicolai 'device' Reedtz,7592,https://www.hltv.org/player/7592/device,device,69.0,63.0,1.1,0.72,47.0,6.0,8.0,7.0,1.14,0.96,50.0%,8.3%,49.0,28.0,16.0,3.0,0.0,0.0,47.0,3.0,0.0,14.0,5.0,0.0,https://www.hltv.org/stats/players/individual/7592/device?event=1553
Spiidi,Germany,PENTA,5,128,6,1.07,1.03,DreamHack Winter 2014,1553,Timo 'Spiidi' Richter,7499,https://www.hltv.org/player/7499/spiidi,Spiidi,97.0,91.0,1.07,0.76,68.0,6.0,7.0,5.0,1.4,0.88,71.4%,9.1%,60.0,46.0,17.0,4.0,1.0,0.0,62.0,3.0,0.0,28.0,4.0,0.0,https://www.hltv.org/stats/players/individual/7499/Spiidi?event=1553
kUcheR,Russia,HellRaisers,4,94,1,1.02,1.02,DreamHack Winter 2014,1553,Emil 'kUcheR' Akhundov,302,https://www.hltv.org/player/302/kucher,kUcheR,65.0,64.0,1.02,0.69,45.0,1.0,11.0,7.0,1.57,1.13,54.5%,14.0%,49.0,31.0,10.0,3.0,0.0,1.0,51.0,1.0,2.0,11.0,0.0,0.0,https://www.hltv.org/stats/players/individual/302/kUcheR?event=1553
berg,Sweden,FlipSid3,3,85,-3,0.96,0.98,DreamHack Winter 2014,1553,Adam 'friberg' Friberg,7148,https://www.hltv.org/player/7148/friberg,friberg,203.0,191.0,1.06,0.7,129.0,12.0,28.0,30.0,0.93,0.98,85.7%,14.5%,162.0,73.0,44.0,9.0,3.0,0.0,162.0,4.0,4.0,32.0,1.0,0.0,https://www.hltv.org/stats/players/individual/7148/friberg?event=1553
berg,Sweden,FlipSid3,3,85,-3,0.96,0.98,DreamHack Winter 2014,1553,Adam 'friberg' Friberg,7148,https://www.hltv.org/player/7148/friberg,berg,203.0,191.0,1.06,0.7,129.0,12.0,28.0,30.0,0.93,0.98,85.7%,14.5%,162.0,73.0,44.0,9.0,3.0,0.0,162.0,4.0,4.0,32.0,1.0,0.0,https://www.hltv.org/stats/players/individual/7148/berg?event=1553
nitr0,United States,iBUYPOWER,3,72,-2,0.96,0.98,DreamHack Winter 2014,1553,Nick 'nitr0' Cannella,7687,https://www.hltv.org/player/7687/nitr0,nitr0,48.0,50.0,0.96,0.67,32.0,-2.0,7.0,4.0,1.75,1.06,71.4%,13.9%,40.0,20.0,9.0,2.0,1.0,0.0,40.0,0.0,0.0,7.0,1.0,0.0,https://www.hltv.org/stats/players/individual/7687/nitr0?event=1553
denis,Germany,PENTA,5,128,-5,0.94,0.97,DreamHack Winter 2014,1553,Denis 'denis' Howell,7511,https://www.hltv.org/player/7511/denis,denis,85.0,90.0,0.94,0.66,56.0,-5.0,13.0,22.0,0.59,0.89,69.2%,16.4%,72.0,36.0,11.0,9.0,0.0,0.0,64.0,3.0,0.0,17.0,1.0,0.0,https://www.hltv.org/stats/players/individual/7511/denis?event=1553
seized,Russia,Natus Vincere,7,178,-3,0.98,0.96,DreamHack Winter 2014,1553,Denis 'seized' Kostin,3347,https://www.hltv.org/player/3347/seized,seized,119.0,122.0,0.98,0.67,83.0,-3.0,17.0,10.0,1.7,1.05,88.2%,16.5%,95.0,55.0,21.0,6.0,1.0,0.0,84.0,4.0,0.0,23.0,6.0,2.0,https://www.hltv.org/stats/players/individual/3347/seized?event=1553
n0thing,United States,Cloud9,3,59,-1,0.98,0.95,DreamHack Winter 2014,1553,Jordan 'n0thing' Gilbert,203,https://www.hltv.org/player/203/n0thing,n0thing,42.0,43.0,0.98,0.71,27.0,-1.0,8.0,6.0,1.33,1.18,75.0%,23.1%,32.0,16.0,9.0,2.0,0.0,0.0,30.0,3.0,0.0,9.0,0.0,0.0,https://www.hltv.org/stats/players/individual/203/n0thing?event=1553
Xizt,Sweden,Ninjas in Pyjamas,11,291,-3,0.98,0.95,DreamHack Winter 2014,1553,Richard 'Xizt' LandstrÃ¶m,884,https://www.hltv.org/player/884/xizt,Xizt,180.0,183.0,0.98,0.62,128.0,-3.0,17.0,18.0,0.94,0.86,88.2%,9.0%,163.0,88.0,31.0,7.0,2.0,0.0,131.0,14.0,0.0,33.0,1.0,1.0,https://www.hltv.org/stats/players/individual/884/Xizt?event=1553
Hiko,United States,Cloud9,3,59,1,1.03,0.94,DreamHack Winter 2014,1553,Spencer 'Hiko' Martin,2644,https://www.hltv.org/player/2644/hiko,Hiko,34.0,33.0,1.03,0.58,26.0,1.0,4.0,5.0,0.8,0.86,50.0%,7.7%,33.0,22.0,2.0,1.0,1.0,0.0,20.0,3.0,0.0,10.0,1.0,0.0,https://www.hltv.org/stats/players/individual/2644/Hiko?event=1553
twist,Sweden,FlipSid3,3,85,-6,0.9,0.93,DreamHack Winter 2014,1553,Simon 'twist' Eliasson,7443,https://www.hltv.org/player/7443/twist,twist,57.0,63.0,0.9,0.67,39.0,-6.0,5.0,12.0,0.42,0.73,100.0%,12.8%,46.0,25.0,11.0,2.0,1.0,0.0,27.0,18.0,0.0,11.0,1.0,0.0,https://www.hltv.org/stats/players/individual/7443/twist?event=1553
desi,United States,iBUYPOWER,3,72,-6,0.87,0.91,DreamHack Winter 2014,1553,Derek 'desi' Branchen,8350,https://www.hltv.org/player/8350/desi,desi,41.0,47.0,0.87,0.57,27.0,-6.0,4.0,14.0,0.29,0.62,50.0%,5.6%,45.0,17.0,7.0,2.0,1.0,0.0,31.0,0.0,0.0,9.0,1.0,0.0,https://www.hltv.org/stats/players/individual/8350/desi?event=1553
starix,Ukraine,Natus Vincere,7,178,-13,0.89,0.9,DreamHack Winter 2014,1553,Sergey 'starix' Ischuk,303,https://www.hltv.org/player/303/starix,starix,105.0,118.0,0.89,0.59,73.0,-13.0,15.0,15.0,1.0,0.95,93.3%,15.4%,105.0,50.0,15.0,7.0,1.0,0.0,77.0,2.0,0.0,21.0,5.0,0.0,https://www.hltv.org/stats/players/individual/303/starix?event=1553
BENDJI,Sweden,FlipSid3,3,85,-8,0.88,0.9,DreamHack Winter 2014,1553,Benjamin 'BENDJI' SÃ¶derena,8396,https://www.hltv.org/player/8396/bendji,BENDJI,58.0,66.0,0.88,0.68,39.0,-8.0,9.0,12.0,0.75,0.96,77.8%,17.9%,46.0,23.0,13.0,3.0,0.0,0.0,41.0,4.0,0.0,11.0,2.0,0.0,https://www.hltv.org/stats/players/individual/8396/BENDJI?event=1553
zende,Sweden,FlipSid3,3,85,-7,0.89,0.9,DreamHack Winter 2014,1553,Erik 'zende' Sundeqvist,5045,https://www.hltv.org/player/5045/zende,zende,57.0,64.0,0.89,0.67,39.0,-7.0,8.0,10.0,0.8,0.94,87.5%,17.9%,46.0,26.0,9.0,4.0,0.0,0.0,53.0,0.0,0.0,4.0,0.0,0.0,https://www.hltv.org/stats/players/individual/5045/zende?event=1553
cadiaN,Denmark,CPH Wolves,2,48,-5,0.86,0.9,DreamHack Winter 2014,1553,Casper 'cadiaN' MÃ¸ller,7964,https://www.hltv.org/player/7964/cadian,cadiaN,31.0,36.0,0.86,0.65,21.0,-5.0,3.0,5.0,0.6,0.81,66.7%,12.5%,27.0,14.0,4.0,3.0,0.0,0.0,10.0,11.0,0.0,10.0,0.0,0.0,https://www.hltv.org/stats/players/individual/7964/cadiaN?event=1553
ANGE1,Ukraine,HellRaisers,4,94,-8,0.89,0.9,DreamHack Winter 2014,1553,Kirill 'ANGE1' Karasiow,339,https://www.hltv.org/player/339/ange1,ANGE1,63.0,71.0,0.89,0.67,42.0,-8.0,13.0,9.0,1.44,1.2,69.2%,20.9%,52.0,25.0,14.0,3.0,0.0,0.0,49.0,2.0,0.0,12.0,0.0,0.0,https://www.hltv.org/stats/players/individual/339/ANGE1?event=1553
pronax,Sweden,fnatic,5,119,-9,0.86,0.9,DreamHack Winter 2014,1553,Markus 'pronax' Wallsten,41,https://www.hltv.org/player/41/pronax,pronax,57.0,66.0,0.86,0.48,39.0,-9.0,9.0,18.0,0.5,0.79,88.9%,11.1%,80.0,27.0,8.0,3.0,0.0,1.0,43.0,1.0,0.0,10.0,3.0,0.0,https://www.hltv.org/stats/players/individual/41/pronax?event=1553
SZPERO,Poland,ESC,3,78,-10,0.83,0.88,DreamHack Winter 2014,1553,Grzegorz 'SZPERO' DziamaÅ‚ek,973,https://www.hltv.org/player/973/szpero,SZPERO,50.0,60.0,0.83,0.64,34.0,-10.0,11.0,10.0,1.1,1.16,72.7%,24.2%,44.0,23.0,6.0,5.0,0.0,0.0,22.0,17.0,0.0,9.0,2.0,0.0,https://www.hltv.org/stats/players/individual/973/SZPERO?event=1553
FeTiSh,Denmark,Dignitas,4,96,-7,0.9,0.87,DreamHack Winter 2014,1553,Henrik 'FeTiSh' Christensen,7582,https://www.hltv.org/player/7582/fetish,FeTiSh,61.0,68.0,0.9,0.64,44.0,-7.0,21.0,14.0,1.5,1.52,85.7%,37.5%,52.0,30.0,12.0,2.0,0.0,0.0,11.0,34.0,0.0,15.0,1.0,0.0,https://www.hltv.org/stats/players/individual/7582/FeTiSh?event=1553
kRYSTAL,Germany,PENTA,5,128,-15,0.85,0.86,DreamHack Winter 2014,1553,Kevin 'kRYSTAL' Amend,7218,https://www.hltv.org/player/7218/krystal,kRYSTAL,84.0,99.0,0.85,0.66,59.0,-15.0,25.0,15.0,1.67,1.45,76.0%,34.5%,69.0,42.0,12.0,4.0,1.0,0.0,23.0,40.0,0.0,19.0,1.0,1.0,https://www.hltv.org/stats/players/individual/7218/kRYSTAL?event=1553
SmithZz,France,LDLC,9,234,-24,0.84,0.86,DreamHack Winter 2014,1553,Edouard 'SmithZz' Dubourdeaux,7170,https://www.hltv.org/player/7170/smithzz,SmithZz,127.0,151.0,0.84,0.54,84.0,-24.0,26.0,37.0,0.7,0.96,84.6%,17.3%,150.0,49.0,28.0,7.0,0.0,0.0,44.0,45.0,3.0,34.0,1.0,0.0,https://www.hltv.org/stats/players/individual/7170/SmithZz?event=1553
AcilioN,Denmark,myXMG,2,45,-6,0.84,0.86,DreamHack Winter 2014,1553,Asger 'AcilioN' Larsen,8151,https://www.hltv.org/player/8151/acilion,AcilioN,31.0,37.0,0.84,0.69,21.0,-6.0,2.0,2.0,1.0,0.81,50.0%,7.7%,24.0,12.0,8.0,1.0,0.0,0.0,23.0,0.0,1.0,5.0,2.0,0.0,https://www.hltv.org/stats/players/individual/8151/AcilioN?event=1553
shroud,Canada,Cloud9,3,59,-4,0.9,0.86,DreamHack Winter 2014,1553,Mike 'shroud' Grzesiek,8349,https://www.hltv.org/player/8349/shroud,shroud,35.0,39.0,0.9,0.59,26.0,-4.0,5.0,7.0,0.71,0.89,80.0%,15.4%,33.0,17.0,9.0,0.0,0.0,0.0,29.0,1.0,0.0,5.0,0.0,0.0,https://www.hltv.org/stats/players/individual/8349/shroud?event=1553
mouz,Poland,ESC,3,78,-9,0.84,0.86,DreamHack Winter 2014,1553,MikoÅ‚aj 'mouz' Karolewski,8323,https://www.hltv.org/player/8323/mouz,mouz,49.0,58.0,0.84,0.63,34.0,-9.0,5.0,12.0,0.42,0.73,80.0%,12.1%,44.0,21.0,11.0,2.0,0.0,0.0,37.0,0.0,2.0,8.0,1.0,1.0,https://www.hltv.org/stats/players/individual/8323/mouz?event=1553
seang@res,United States,Cloud9,3,59,-7,0.84,0.86,DreamHack Winter 2014,1553,Sean 'seang@res' Gares,1916,https://www.hltv.org/player/1916/seangres,seang@res,38.0,45.0,0.84,0.64,26.0,-7.0,4.0,7.0,0.57,0.81,50.0%,7.7%,33.0,15.0,10.0,1.0,0.0,0.0,20.0,9.0,0.0,9.0,0.0,0.0,https://www.hltv.org/stats/players/individual/1916/seang@res?event=1553
MSL,Denmark,myXMG,2,45,-10,0.76,0.84,DreamHack Winter 2014,1553,Mathias 'MSL' Lauridsen,7156,https://www.hltv.org/player/7156/msl,MSL,31.0,41.0,0.76,0.69,20.0,-10.0,9.0,3.0,3.0,1.56,44.4%,30.8%,25.0,12.0,6.0,1.0,1.0,0.0,29.0,0.0,0.0,2.0,0.0,0.0,https://www.hltv.org/stats/players/individual/7156/MSL?event=1553
AZK,Canada,iBUYPOWER,3,72,-9,0.82,0.84,DreamHack Winter 2014,1553,Keven 'AZK' Lariviere,7434,https://www.hltv.org/player/7434/azk,AZK,41.0,50.0,0.82,0.57,29.0,-9.0,5.0,5.0,1.0,0.9,80.0%,11.1%,43.0,19.0,8.0,2.0,0.0,0.0,33.0,2.0,0.0,6.0,0.0,0.0,https://www.hltv.org/stats/players/individual/7434/AZK?event=1553
fel1x,Germany,PENTA,5,128,-24,0.72,0.81,DreamHack Winter 2014,1553,Felix 'fel1x' Zech,7323,https://www.hltv.org/player/7323/fel1x,fel1x,63.0,87.0,0.72,0.49,39.0,-24.0,4.0,17.0,0.24,0.6,25.0%,1.8%,89.0,22.0,12.0,4.0,1.0,0.0,51.0,0.0,0.0,12.0,0.0,0.0,https://www.hltv.org/stats/players/individual/7323/fel1x?event=1553
Kjaerbye,Denmark,CPH Wolves,2,48,-9,0.76,0.8,DreamHack Winter 2014,1553,Markus 'Kjaerbye' KjÃ¦rbye,8394,https://www.hltv.org/player/8394/kjaerbye,Kjaerbye,29.0,38.0,0.76,0.6,18.0,-9.0,5.0,5.0,1.0,1.01,60.0%,18.8%,30.0,9.0,8.0,1.0,0.0,0.0,20.0,0.0,0.0,9.0,0.0,0.0,https://www.hltv.org/stats/players/individual/8394/Kjaerbye?event=1553
Dosia,Russia,HellRaisers,4,94,-15,0.76,0.79,DreamHack Winter 2014,1553,Mihail 'Dosia' Stolyarov,735,https://www.hltv.org/player/735/dosia,Dosia,48.0,63.0,0.76,0.51,36.0,-15.0,4.0,12.0,0.33,0.67,100.0%,9.3%,58.0,27.0,6.0,3.0,0.0,0.0,32.0,1.0,0.0,13.0,1.0,1.0,https://www.hltv.org/stats/players/individual/735/Dosia?event=1553
strux1,Germany,Planetkey,2,47,-12,0.69,0.77,DreamHack Winter 2014,1553,Hendrik 'strux1' Goetzendorff,7214,https://www.hltv.org/player/7214/strux1,strux1,27.0,39.0,0.69,0.57,19.0,-12.0,2.0,3.0,0.67,0.77,100.0%,13.3%,28.0,14.0,3.0,1.0,1.0,0.0,15.0,4.0,0.0,6.0,2.0,0.0,https://www.hltv.org/stats/players/individual/7214/strux1?event=1553
MINISE,Poland,ESC,3,78,-19,0.68,0.74,DreamHack Winter 2014,1553,Jacek 'MINISE' Jeziak,2826,https://www.hltv.org/player/2826/minise,MINISE,41.0,60.0,0.68,0.53,29.0,-19.0,6.0,9.0,0.67,0.86,83.3%,15.2%,49.0,20.0,6.0,3.0,0.0,0.0,18.0,11.0,0.0,11.0,1.0,0.0,https://www.hltv.org/stats/players/individual/2826/MINISE?event=1553
markeloff,Ukraine,HellRaisers,4,94,-19,0.71,0.73,DreamHack Winter 2014,1553,Yegor 'markeloff' Markelov,338,https://www.hltv.org/player/338/markeloff,markeloff,47.0,66.0,0.71,0.5,36.0,-19.0,7.0,7.0,1.0,0.91,85.7%,14.0%,58.0,28.0,6.0,2.0,0.0,0.0,30.0,0.0,1.0,14.0,1.0,1.0,https://www.hltv.org/stats/players/individual/338/markeloff?event=1553
Pimp,Denmark,CPH Wolves,2,48,-12,0.7,0.71,DreamHack Winter 2014,1553,Jacob 'Pimp' Winneche,7154,https://www.hltv.org/player/7154/pimp,Pimp,28.0,40.0,0.7,0.58,21.0,-12.0,6.0,1.0,6.0,1.26,66.7%,25.0%,27.0,14.0,7.0,0.0,0.0,0.0,23.0,0.0,0.0,5.0,0.0,0.0,https://www.hltv.org/stats/players/individual/7154/Pimp?event=1553
TENZKI,Denmark,CPH Wolves,2,48,-15,0.61,0.68,DreamHack Winter 2014,1553,Jesper 'TENZKI' Plougmann,5287,https://www.hltv.org/player/5287/tenzki,TENZKI,23.0,38.0,0.61,0.48,16.0,-15.0,5.0,6.0,0.83,0.98,60.0%,18.8%,32.0,11.0,3.0,2.0,0.0,0.0,17.0,0.0,0.0,6.0,0.0,0.0,https://www.hltv.org/stats/players/individual/5287/TENZKI?event=1553
gla1ve,Denmark,CPH Wolves,2,48,-14,0.63,0.67,DreamHack Winter 2014,1553,Lukas 'gla1ve' Rossander,7412,https://www.hltv.org/player/7412/gla1ve,gla1ve,24.0,38.0,0.63,0.5,18.0,-14.0,3.0,9.0,0.33,0.67,33.3%,6.2%,30.0,13.0,4.0,1.0,0.0,0.0,13.0,2.0,0.0,9.0,0.0,0.0,https://www.hltv.org/stats/players/individual/7412/gla1ve?event=1553
Friis,Denmark,myXMG,2,45,-11,0.69,0.67,DreamHack Winter 2014,1553,Michael 'Friis' JÃ¸rgensen,7,https://www.hltv.org/player/7/friis,Friis,24.0,35.0,0.69,0.53,19.0,-11.0,5.0,2.0,2.5,1.15,40.0%,15.4%,26.0,15.0,4.0,0.0,0.0,0.0,8.0,10.0,0.0,6.0,0.0,0.0,https://www.hltv.org/stats/players/individual/7/Friis?event=1553
blackpoisoN,South Africa,Bravado,2,35,-13,0.59,0.66,DreamHack Winter 2014,1553,Roberto 'blackpoisoN' Dall'Occo,7992,https://www.hltv.org/player/7992/blackpoison,blackpoisoN,19.0,32.0,0.59,0.54,12.0,-13.0,4.0,5.0,0.8,1.0,0.0%,0.0%,23.0,6.0,5.0,1.0,0.0,0.0,3.0,7.0,0.0,8.0,1.0,0.0,https://www.hltv.org/stats/players/individual/7992/blackpoisoN?event=1553
HUNDEN,Denmark,myXMG,2,45,-14,0.62,0.65,DreamHack Winter 2014,1553,Nicolai 'HUNDEN' Petersen,7415,https://www.hltv.org/player/7415/hunden,HUNDEN,23.0,37.0,0.62,0.51,17.0,-14.0,4.0,9.0,0.44,0.78,25.0%,7.7%,28.0,11.0,6.0,0.0,0.0,0.0,16.0,0.0,0.0,7.0,0.0,0.0,https://www.hltv.org/stats/players/individual/7415/HUNDEN?event=1553
dumz,Sweden,FlipSid3,3,85,-25,0.6,0.63,DreamHack Winter 2014,1553,Miran 'dumz' MatkoviÄ‡,7958,https://www.hltv.org/player/7958/dumz,dumz,37.0,62.0,0.6,0.44,31.0,-25.0,4.0,5.0,0.8,0.8,50.0%,5.1%,54.0,25.0,6.0,0.0,0.0,0.0,25.0,0.0,0.0,12.0,0.0,0.0,https://www.hltv.org/stats/players/individual/7958/dumz?event=1553
stavros,Germany,Planetkey,2,47,-18,0.55,0.61,DreamHack Winter 2014,1553,Dimitrios 'stavros' Smoilis,7246,https://www.hltv.org/player/7246/stavros,stavros,22.0,40.0,0.55,0.47,15.0,-18.0,4.0,5.0,0.8,0.91,75.0%,20.0%,32.0,9.0,5.0,1.0,0.0,0.0,18.0,0.0,0.0,4.0,0.0,0.0,https://www.hltv.org/stats/players/individual/7246/stavros?event=1553
alexRr,Germany,Planetkey,2,47,-19,0.55,0.61,DreamHack Winter 2014,1553,Alexander 'alexRr' Frisch,7508,https://www.hltv.org/player/7508/alexrr,alexRr,23.0,42.0,0.55,0.49,15.0,-19.0,4.0,6.0,0.67,0.88,50.0%,13.3%,32.0,8.0,6.0,1.0,0.0,0.0,20.0,0.0,0.0,3.0,0.0,0.0,https://www.hltv.org/stats/players/individual/7508/alexRr?event=1553
r0bs3n,Germany,PENTA,5,128,-46,0.55,0.6,DreamHack Winter 2014,1553,Robin 'r0bs3n' Stephan,7232,https://www.hltv.org/player/7232/r0bs3n,r0bs3n,56.0,102.0,0.55,0.44,43.0,-46.0,7.0,13.0,0.54,0.77,57.1%,7.3%,85.0,32.0,9.0,2.0,0.0,0.0,44.0,0.0,0.0,10.0,2.0,0.0,https://www.hltv.org/stats/players/individual/7232/r0bs3n?event=1553
nex,Germany,Planetkey,2,47,-15,0.62,0.59,DreamHack Winter 2014,1553,Nemanja 'nexa' IsakoviÄ‡,9618,https://www.hltv.org/player/9618/nexa,nex,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,0.0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.hltv.org/stats/players/individual/9618/nex?event=1553
smF,Denmark,myXMG,2,45,-19,0.53,0.53,DreamHack Winter 2014,1553,Danni 'smF' Dyg,7414,https://www.hltv.org/player/7414/smf,smF,21.0,40.0,0.53,0.47,18.0,-19.0,5.0,4.0,1.25,1.07,60.0%,23.1%,27.0,16.0,1.0,1.0,0.0,0.0,12.0,0.0,0.0,8.0,0.0,1.0,https://www.hltv.org/stats/players/individual/7414/smF?event=1553
racno,South Africa,Bravado,2,35,-18,0.47,0.44,DreamHack Winter 2014,1553,Dane 'racno' Friedman,7995,https://www.hltv.org/player/7995/racno,racno,16.0,34.0,0.47,0.46,14.0,-18.0,1.0,2.0,0.5,0.71,100.0%,33.3%,21.0,12.0,2.0,0.0,0.0,0.0,11.0,2.0,0.0,3.0,0.0,0.0,https://www.hltv.org/stats/players/individual/7995/racno?event=1553
Detrony,South Africa,Bravado,2,35,-21,0.4,0.38,DreamHack Winter 2014,1553,Dimitri 'Detrony' Hadjipaschali,7993,https://www.hltv.org/player/7993/detrony,Detrony,14.0,35.0,0.4,0.4,11.0,-21.0,1.0,7.0,0.14,0.48,0.0%,0.0%,24.0,8.0,3.0,0.0,0.0,0.0,12.0,0.0,0.0,2.0,0.0,0.0,https://www.hltv.org/stats/players/individual/7993/Detrony?event=1553
cent,South Africa,Bravado,2,35,-22,0.31,0.36,DreamHack Winter 2014,1553,Andreas 'cent' Hadjipaschali,7991,https://www.hltv.org/player/7991/cent,cent,10.0,32.0,0.31,0.29,7.0,-22.0,0.0,10.0,0.0,0.19,,0.0%,28.0,4.0,3.0,0.0,0.0,0.0,1.0,4.0,0.0,5.0,0.0,0.0,https://www.hltv.org/stats/players/individual/7991/cent?event=1553
deviaNt,South Africa,Bravado,2,35,-24,0.29,0.26,DreamHack Winter 2014,1553,Richard 'deviaNt' Groves,7994,https://www.hltv.org/player/7994/deviant,deviaNt,10.0,34.0,0.29,0.29,10.0,-24.0,0.0,5.0,0.0,0.43,,0.0%,25.0,10.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,4.0,0.0,0.0,https://www.hltv.org/stats/players/individual/7994/deviaNt?event=1553
swag,United States,iBUYPOWER,3,63,23,1.57,1.43,ESL One Cologne 2014,1444,Braxton 'swag' Pierce,5021,https://www.hltv.org/player/5021/swag,swag,63.0,40.0,1.57,1.0,37.0,23.0,9.0,4.0,2.25,1.28,66.7%,24.0%,26.0,17.0,14.0,6.0,0.0,0.0,29.0,23.0,0.0,8.0,0.0,3.0,https://www.hltv.org/stats/players/individual/5021/swag?event=1444
apEX,France,LDLC,7,182,59,1.5,1.38,ESL One Cologne 2014,1444,Dan 'apEX' Madesclaire,7322,https://www.hltv.org/player/7322/apex,apEX,177.0,118.0,1.5,0.97,109.0,59.0,33.0,18.0,1.83,1.41,69.7%,23.0%,73.0,62.0,30.0,14.0,3.0,0.0,139.0,0.0,0.0,37.0,1.0,0.0,https://www.hltv.org/stats/players/individual/7322/apEX?event=1444
Dosia,Russia,HellRaisers,3,64,17,1.4,1.35,ESL One Cologne 2014,1444,Mihail 'Dosia' Stolyarov,735,https://www.hltv.org/player/735/dosia,Dosia,59.0,42.0,1.4,0.92,35.0,17.0,6.0,8.0,0.75,0.93,66.7%,14.3%,29.0,18.0,12.0,3.0,2.0,0.0,34.0,8.0,0.0,16.0,1.0,0.0,https://www.hltv.org/stats/players/individual/735/Dosia?event=1444
kioShiMa,France,Epsilon,4,88,26,1.51,1.33,ESL One Cologne 2014,1444,Fabien 'kioShiMa' Fiey,4959,https://www.hltv.org/player/4959/kioshima,kioShiMa,77.0,51.0,1.51,0.88,45.0,26.0,7.0,5.0,1.4,0.97,71.4%,10.2%,43.0,22.0,16.0,6.0,1.0,0.0,55.0,7.0,0.0,14.0,1.0,0.0,https://www.hltv.org/stats/players/individual/4959/kioShiMa?event=1444
kennyS,France,Titan,3,74,17,1.35,1.28,ESL One Cologne 2014,1444,Kenny 'kennyS' Schrub,7167,https://www.hltv.org/player/7167/kennys,kennyS,66.0,49.0,1.35,0.89,41.0,17.0,16.0,8.0,2.0,1.57,75.0%,34.3%,33.0,24.0,9.0,8.0,0.0,0.0,22.0,36.0,0.0,8.0,0.0,0.0,https://www.hltv.org/stats/players/individual/7167/kennyS?event=1444
Snax,Poland,Virtus.pro,5,134,33,1.41,1.27,ESL One Cologne 2014,1444,Janusz 'Snax' Pogorzelski,2553,https://www.hltv.org/player/2553/snax,Snax,114.0,81.0,1.41,0.85,70.0,33.0,12.0,13.0,0.92,0.95,66.7%,10.8%,64.0,39.0,20.0,10.0,1.0,0.0,78.0,9.0,0.0,17.0,3.0,7.0,https://www.hltv.org/stats/players/individual/2553/Snax?event=1444
flusha,Sweden,fnatic,10,275,60,1.37,1.24,ESL One Cologne 2014,1444,Robin 'flusha' RÃ¶nnquist,3055,https://www.hltv.org/player/3055/flusha,flusha,224.0,164.0,1.37,0.81,143.0,60.0,19.0,16.0,1.19,0.92,52.6%,6.8%,132.0,88.0,35.0,16.0,3.0,1.0,171.0,6.0,9.0,30.0,8.0,0.0,https://www.hltv.org/stats/players/individual/3055/flusha?event=1444
Edward,Ukraine,Natus Vincere,6,166,31,1.28,1.22,ESL One Cologne 2014,1444,Ioann 'Edward' Sukhariev,483,https://www.hltv.org/player/483/edward,Edward,143.0,112.0,1.28,0.86,93.0,31.0,17.0,15.0,1.13,1.03,52.9%,10.3%,73.0,58.0,22.0,11.0,2.0,0.0,118.0,0.0,0.0,23.0,2.0,0.0,https://www.hltv.org/stats/players/individual/483/Edward?event=1444
shox,France,Epsilon,4,88,15,1.28,1.21,ESL One Cologne 2014,1444,Richard 'shox' Papillon,1225,https://www.hltv.org/player/1225/shox,shox,69.0,54.0,1.28,0.78,43.0,15.0,11.0,7.0,1.57,1.16,54.5%,12.2%,45.0,26.0,10.0,5.0,2.0,0.0,50.0,6.0,0.0,12.0,0.0,1.0,https://www.hltv.org/stats/players/individual/1225/shox?event=1444
olofmeister,Sweden,fnatic,10,275,48,1.25,1.19,ESL One Cologne 2014,1444,Olof 'olofmeister' Kajbjer,885,https://www.hltv.org/player/885/olofmeister,olofmeister,237.0,189.0,1.25,0.86,158.0,48.0,37.0,27.0,1.37,1.18,91.9%,23.3%,117.0,100.0,41.0,14.0,3.0,0.0,139.0,22.0,6.0,57.0,2.0,11.0,https://www.hltv.org/stats/players/individual/885/olofmeister?event=1444
Happy,France,LDLC,7,182,35,1.3,1.17,ESL One Cologne 2014,1444,Vincent 'Happy' Schopenhauer,7429,https://www.hltv.org/player/7429/happy,Happy,151.0,116.0,1.3,0.83,102.0,35.0,18.0,10.0,1.8,1.07,88.9%,16.0%,80.0,66.0,25.0,11.0,0.0,0.0,122.0,4.0,0.0,20.0,5.0,0.0,https://www.hltv.org/stats/players/individual/7429/Happy?event=1444
