Name,Full name,Player ID,Full link
emagine,Chris 'emagine' Rowlands,8744,https://www.hltv.org/player/8744/emagine
yam,Yaman 'yam' Ergenekon,2555,https://www.hltv.org/player/2555/yam
Havoc,Luke 'Havoc' Paton,8083,https://www.hltv.org/player/8083/havoc
James,James 'James' Quinn,8746,https://www.hltv.org/player/8746/james
SnypeR,Iain 'SnypeR' Turner,8084,https://www.hltv.org/player/8084/snyper
SEMPHIS,Kory 'SEMPHIS' Friesen,1915,https://www.hltv.org/coach/1915/semphis
topguN,Azad 'topguN' Orami,8086,https://www.hltv.org/player/8086/topgun
disturbed,Taneli 'disturbed' Veikkola,7235,https://www.hltv.org/player/7235/disturbed
zEVES,Morten 'zEVES' Vollan,3018,https://www.hltv.org/player/3018/zeves
kUcheR,Emil 'kUcheR' Akhundov,302,https://www.hltv.org/player/302/kucher
Troubley,Tobias 'Troubley' Tabbert,128,https://www.hltv.org/player/128/troubley
KHRN,Jesse 'KHRN' Grandell,971,https://www.hltv.org/player/971/khrn
ptr,Peter 'ptr' Gurney,8707,https://www.hltv.org/player/8707/ptr
Polly,PÃ¥l 'Polly' Kammen,3631,https://www.hltv.org/player/3631/polly
xartE,Mikko 'xartE' VÃ¤limaa,7537,https://www.hltv.org/player/7537/xarte
starix,Sergey 'starix' Ischuk,303,https://www.hltv.org/player/303/starix
zqkS,Caio 'zqkS' Fonseca,7383,https://www.hltv.org/player/7383/zqks
stonde,Tom 'stonde' Glad,7238,https://www.hltv.org/player/7238/stonde
natu,Joona 'natu' LeppÃ¤nen,713,https://www.hltv.org/player/713/natu
swag,Braxton 'swag' Pierce,5021,https://www.hltv.org/player/5021/swag
berg,Adam 'friberg' Friberg,7148,https://www.hltv.org/player/7148/friberg
desi,Derek 'desi' Branchen,8350,https://www.hltv.org/player/8350/desi
BENDJI,Benjamin 'BENDJI' SÃ¶derena,8396,https://www.hltv.org/player/8396/bendji
zende,Erik 'zende' Sundeqvist,5045,https://www.hltv.org/player/5045/zende
SZPERO,Grzegorz 'SZPERO' DziamaÅ‚ek,973,https://www.hltv.org/player/973/szpero
FeTiSh,Henrik 'FeTiSh' Christensen,7582,https://www.hltv.org/player/7582/fetish
AcilioN,Asger 'AcilioN' Larsen,8151,https://www.hltv.org/player/8151/acilion
mouz,MikoÅ‚aj 'mouz' Karolewski,8323,https://www.hltv.org/player/8323/mouz
AZK,Keven 'AZK' Lariviere,7434,https://www.hltv.org/player/7434/azk
fel1x,Felix 'fel1x' Zech,7323,https://www.hltv.org/player/7323/fel1x
strux1,Hendrik 'strux1' Goetzendorff,7214,https://www.hltv.org/player/7214/strux1
MINISE,Jacek 'MINISE' Jeziak,2826,https://www.hltv.org/player/2826/minise
Friis,Michael 'Friis' JÃ¸rgensen,7,https://www.hltv.org/player/7/friis
blackpoisoN,Roberto 'blackpoisoN' Dall'Occo,7992,https://www.hltv.org/player/7992/blackpoison
HUNDEN,Nicolai 'HUNDEN' Petersen,7415,https://www.hltv.org/player/7415/hunden
dumz,Miran 'dumz' MatkoviÄ‡,7958,https://www.hltv.org/player/7958/dumz
stavros,Dimitrios 'stavros' Smoilis,7246,https://www.hltv.org/player/7246/stavros
alexRr,Alexander 'alexRr' Frisch,7508,https://www.hltv.org/player/7508/alexrr
r0bs3n,Robin 'r0bs3n' Stephan,7232,https://www.hltv.org/player/7232/r0bs3n
smF,Danni 'smF' Dyg,7414,https://www.hltv.org/player/7414/smf
racno,Dane 'racno' Friedman,7995,https://www.hltv.org/player/7995/racno
Detrony,Dimitri 'Detrony' Hadjipaschali,7993,https://www.hltv.org/player/7993/detrony
cent,Andreas 'cent' Hadjipaschali,7991,https://www.hltv.org/player/7991/cent
deviaNt,Richard 'deviaNt' Groves,7994,https://www.hltv.org/player/7994/deviant
KQLY,Hovik 'KQLY' Tovmassian,7833,https://www.hltv.org/player/7833/kqly
Nico,Nico 'nicoodoz' Tamjidi,13602,https://www.hltv.org/player/13602/nicoodoz
Sf,Sean 'Gratisfaction' Kaiwai,9686,https://www.hltv.org/player/9686/gratisfaction
fxy0,Joey 'fxy0' Schlosser,7708,https://www.hltv.org/player/7708/fxy0
GMX,Robin 'GMX' Stahmer,7565,https://www.hltv.org/player/7565/gmx
Uzzziii,Kevin 'Uzzziii' Vernel,7391,https://www.hltv.org/player/7391/uzzziii
Ace,Tejas 'Ace' Sawant,7816,https://www.hltv.org/player/7816/ace
Fifflaren,Robin 'Fifflaren' Johansson,7147,https://www.hltv.org/player/7147/fifflaren
RiTz,Ritesh 'RiTz' Shah,2570,https://www.hltv.org/player/2570/ritz
DaZeD,Sam 'DaZeD' Marine,7347,https://www.hltv.org/player/7347/dazed
astaRR,Ayush 'astaRR' Deora,7815,https://www.hltv.org/player/7815/astarr
RiX,Aakash 'RiX' More,2054,https://www.hltv.org/player/2054/rix
ub1que,Alexey 'ub1que' Polivanov,7405,https://www.hltv.org/player/7405/ub1que
MithilF,Mithil 'MithilF' Sawant,7817,https://www.hltv.org/player/7817/mithilf
Skurk,Bjoern 'Skurk' Maaren,5042,https://www.hltv.org/player/5042/skurk
prb,Preben 'prb' GammelsÃ¦ter,1040,https://www.hltv.org/player/1040/prb
EXR,Nikolaj 'EXR' Therkildsen,2881,https://www.hltv.org/player/2881/exr
raalz,Rasmus 'raalz' Steensborg,2898,https://www.hltv.org/player/2898/raalz
cype,Isak 'cype' Rydman,7445,https://www.hltv.org/player/7445/cype
anger,Todd 'anger' Williams,7438,https://www.hltv.org/player/7438/anger
Devilwalk,Jonatan 'Devilwalk' Lundberg,7378,https://www.hltv.org/player/7378/devilwalk
HaRts,Michael 'HaRts' Zanatta,156,https://www.hltv.org/player/156/harts
LOMME,Frederik 'LOMME' Nielsen,1889,https://www.hltv.org/player/1889/lomme
COLON,Morten 'COLON' Johansen,515,https://www.hltv.org/player/515/colon
SKYTTEN,Alexander 'SKYTTEN' Carlsson,2398,https://www.hltv.org/player/2398/skytten
Delpan,Marcus 'Delpan' Larsson,438,https://www.hltv.org/player/438/delpan
ceh9,Arseny 'ceh9' Trynozhenko,301,https://www.hltv.org/player/301/ceh9
centeks,Stian 'centeks' Ledal,7262,https://www.hltv.org/player/7262/centeks
ultra,Mikael 'ultra' Andersen,3919,https://www.hltv.org/player/3919/ultra
ioRek,Jeremy 'ioRek' Vuillermet,157,https://www.hltv.org/player/157/iorek
xelos,Jerry 'xelos' RÃ¥berg,5373,https://www.hltv.org/player/5373/xelos
MODDII,Andreas 'MODDII' Fridh,545,https://www.hltv.org/player/545/moddii
robiin,Robin 'robiin' SjÃ¶gren,7700,https://www.hltv.org/player/7700/robiin
